,NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
8213,42101835414,Presente,D,C,A,E,E,B,B,C,B,E,C,E,D,E,C,B,D,A,A,B,C,D,B,E,C,D,B,C,E,D,A,B,D,E,A,B,E,D,B,E,A,E,E,B,E,A,D,A,E,D,A,A,A,A,B,C,A,A,B,B,E,B,A,A,C,D,A,C,B,D,2017
8214,42101829114,Presente,B,C,C,A,A,A,B,D,E,B,C,D,B,C,B,B,A,C,D,A,E,E,A,C,C,D,B,E,B,D,E,B,D,E,B,A,E,E,D,B,E,D,E,B,A,A,A,C,C,C,C,A,A,A,D,A,B,A,D,E,A,B,C,A,C,D,A,D,B,D,2017
8216,42101826096,Presente,C,A,B,E,B,A,B,C,E,A,C,A,B,D,C,D,B,C,E,A,D,C,C,C,A,E,B,C,D,D,B,A,D,A,A,A,B,D,C,C,B,E,D,B,E,A,D,E,B,E,E,B,A,A,D,D,D,A,B,D,E,C,A,A,D,D,D,D,C,D,2017
8217,42101834994,Presente,B,D,E,E,D,C,C,B,C,C,C,A,A,D,E,B,B,A,E,E,D,E,C,E,B,C,B,C,E,D,A,D,D,E,A,E,C,A,E,A,E,E,E,D,B,B,D,A,B,D,D,D,D,A,D,C,B,C,C,D,C,D,C,A,E,D,E,E,B,D,2017
8220,42101835064,Presente,B,A,E,D,D,B,B,E,C,D,C,D,E,A,D,C,A,B,A,B,A,D,B,E,C,D,B,C,D,D,A,B,D,B,C,B,E,B,E,D,B,A,A,B,A,D,D,B,C,E,E,A,D,A,D,A,E,A,D,C,D,B,C,A,E,D,A,D,B,C,2017
8221,42101835726,Presente,E,B,A,B,C,B,B,D,A,D,C,D,B,A,A,B,B,C,B,B,E,E,B,E,C,E,B,C,D,D,E,C,D,A,A,B,D,C,A,C,C,D,A,B,C,A,A,A,B,C,C,C,C,A,D,B,D,B,D,B,C,D,D,A,D,D,B,E,B,D,2017
8222,42102828284,Presente,C,E,B,B,D,C,B,B,D,B,C,E,D,E,A,C,A,E,C,B,D,B,B,C,C,E,B,A,D,D,A,A,D,C,D,E,A,E,B,D,B,D,E,E,D,C,D,D,E,D,C,E,D,A,B,C,E,A,B,C,C,B,C,A,D,D,B,E,B,D,2017
8223,42101811306,Presente,E,E,C,A,E,A,B,D,E,A,C,C,B,E,D,D,C,C,E,D,A,D,B,E,C,C,B,C,D,D,A,B,D,E,E,B,E,D,B,C,B,E,D,B,B,D,A,E,E,D,C,E,A,A,D,E,D,B,B,C,B,B,C,D,D,D,A,D,B,D,2017
8224,42101811177,Presente,C,B,E,A,D,C,C,D,B,E,C,D,E,D,C,B,D,A,E,E,C,C,A,E,E,D,B,C,C,D,B,B,D,B,D,A,E,D,E,E,D,D,C,B,E,D,A,C,D,C,C,E,A,A,C,A,D,A,D,D,E,*,D,*,D,D,A,A,B,D,2017
8225,42101809387,Presente,C,E,A,D,B,B,B,E,B,A,C,A,E,B,E,C,B,D,E,A,E,D,B,A,C,B,B,C,D,D,A,B,D,E,C,B,E,D,D,E,E,D,A,B,B,E,D,B,A,D,A,E,A,A,D,C,D,A,A,C,A,B,B,D,E,C,A,D,B,D,2017
8226,42101810425,Presente,D,E,B,D,A,B,B,D,C,E,C,E,B,A,C,C,A,E,D,D,C,E,B,E,C,D,B,C,E,D,B,D,D,E,A,D,D,D,A,C,E,A,E,B,B,E,E,E,C,A,B,E,D,A,D,E,D,A,D,C,C,D,A,A,B,D,B,B,B,D,2017
8227,42101821165,Presente,D,C,C,A,D,B,E,B,C,E,C,D,B,B,B,C,B,E,E,B,A,D,B,E,C,B,B,C,E,D,E,B,D,E,E,A,E,D,E,E,B,D,A,B,E,E,A,C,B,D,E,A,C,A,D,A,D,D,E,C,C,B,B,A,E,D,A,D,B,D,2017
8228,42101834535,Presente,C,A,D,B,E,B,D,E,B,C,C,C,B,B,E,C,A,A,A,D,A,D,B,C,C,A,B,B,A,D,B,B,D,E,A,D,E,D,E,A,E,B,E,B,B,E,D,C,C,D,D,E,A,D,C,A,E,A,D,C,B,B,A,A,E,D,D,E,B,C,2017
8229,42101828297,Presente,C,E,D,B,D,B,B,E,A,C,C,B,A,D,D,B,E,C,A,B,A,D,B,A,C,E,B,C,E,D,B,B,D,B,E,C,E,D,C,B,B,A,D,E,B,A,D,C,C,E,D,E,A,A,C,D,B,A,D,B,E,B,B,A,D,D,A,D,B,D,2017
8230,42101834163,Presente,C,E,B,A,E,B,B,B,D,A,C,D,A,A,B,D,B,C,B,D,E,E,A,E,C,E,B,D,B,D,D,E,D,D,B,A,E,E,E,E,B,B,E,D,E,A,B,C,A,D,A,E,A,B,B,A,E,A,A,B,E,B,B,D,B,D,A,D,E,C,2017
8231,42101812082,Presente,B,C,B,E,B,B,B,D,C,D,C,A,D,B,C,C,B,E,E,D,A,E,E,E,C,D,B,C,A,D,E,A,D,B,B,E,E,E,B,A,E,E,E,B,E,D,D,E,C,D,B,E,A,B,D,C,E,A,A,C,C,A,C,A,D,E,A,B,B,D,2017
8232,42101809371,Presente,B,B,C,B,D,B,B,A,C,D,C,A,D,D,D,B,D,C,E,E,A,E,B,E,C,D,B,C,E,D,A,B,D,C,B,B,E,D,C,B,E,E,C,B,A,E,D,A,D,D,A,E,D,A,D,C,E,E,D,D,C,D,B,C,D,D,A,D,B,D,2017
8234,42101834217,Presente,E,E,E,E,D,A,B,E,E,D,E,C,A,E,A,B,E,B,E,D,E,C,A,E,A,B,B,C,C,D,B,A,D,B,E,E,C,D,B,D,E,D,A,B,A,A,D,A,A,D,B,C,B,A,D,A,B,A,A,E,C,B,C,A,B,D,A,A,C,C,2017
8235,42101832736,Presente,A,C,A,*,C,C,D,E,B,A,C,D,A,A,D,C,A,B,E,D,A,E,E,E,A,D,B,A,E,D,E,C,D,D,A,B,D,D,B,B,E,E,B,B,A,C,B,A,B,A,D,C,C,A,B,B,D,A,D,E,E,B,A,A,A,A,A,A,B,D,2017
8236,47101159582,Presente,D,C,D,A,C,E,A,A,C,E,E,E,D,B,A,A,A,C,D,A,A,A,C,E,D,D,B,D,E,C,A,E,B,A,B,B,B,A,E,D,E,B,C,D,B,C,B,B,A,A,C,B,E,E,B,E,C,C,B,B,A,A,D,A,C,E,D,C,C,A,2018
8237,47101147117,Presente,A,B,C,E,D,B,D,C,D,A,B,C,D,C,C,D,A,E,D,A,C,A,A,A,E,D,B,D,D,C,E,B,A,B,A,B,C,D,E,D,C,D,B,D,A,E,A,A,C,A,B,E,E,D,A,A,E,C,B,C,E,D,C,A,B,D,B,A,D,A,2018
8238,47102146115,Presente,E,D,C,A,C,B,D,D,B,A,B,D,D,C,C,C,D,E,E,C,A,D,A,A,C,D,B,D,C,D,C,E,A,E,A,B,C,B,E,A,C,A,C,A,D,A,C,E,C,A,E,E,A,E,A,D,D,A,A,C,A,D,B,A,B,E,B,C,C,A,2018
8239,47101171407,Presente,E,A,C,C,D,C,D,A,A,A,C,E,B,B,D,A,B,B,C,A,C,D,D,E,E,A,B,E,D,C,A,E,B,B,B,E,C,D,C,B,C,D,B,D,C,C,A,A,A,B,A,A,E,D,B,D,B,C,E,B,D,A,B,A,B,E,C,C,E,A,2018
8240,47101167055,Presente,E,D,B,E,D,B,D,A,C,B,B,C,D,B,C,D,B,C,C,A,A,D,C,A,E,C,B,A,D,C,E,E,A,E,B,E,C,A,E,E,D,A,E,D,A,C,C,B,D,E,D,D,E,A,E,D,A,E,C,A,A,D,C,A,C,E,C,A,E,A,2018
8241,47101174606,Presente,A,D,E,C,D,C,A,D,B,B,E,D,D,E,C,D,B,D,B,A,A,D,D,A,E,D,B,D,D,C,E,D,B,E,A,E,C,D,E,D,E,D,B,D,D,C,A,A,E,A,D,B,E,D,B,D,B,C,A,D,A,D,C,C,B,E,C,D,A,A,2018
8242,47101156912,Presente,E,D,B,E,D,B,C,A,D,C,B,A,D,B,A,C,D,A,A,A,A,A,E,A,C,E,B,D,E,C,E,E,E,E,C,E,A,D,A,A,C,D,A,D,A,E,C,B,C,A,D,D,A,D,A,E,C,C,B,C,A,A,E,D,B,E,B,D,A,D,2018
8243,47102176759,Presente,C,C,A,C,C,D,A,B,C,D,E,E,D,B,A,D,C,E,D,A,C,D,B,B,E,E,B,E,E,C,E,C,E,E,B,B,A,D,D,C,E,A,D,D,E,C,C,B,D,A,A,E,E,D,A,E,A,E,B,E,D,D,A,A,B,C,D,D,A,A,2018
8244,47101147437,Presente,E,A,B,E,C,B,C,A,C,B,E,C,D,B,C,A,D,B,C,A,C,D,A,A,E,D,B,D,D,C,C,E,B,E,A,B,C,D,A,C,D,D,D,D,B,C,A,C,B,D,B,B,A,A,A,A,D,E,A,B,D,A,C,A,B,C,A,C,A,A,2018
8246,47101173117,Presente,B,A,B,E,D,B,A,E,D,A,E,A,B,C,C,E,B,C,C,A,D,A,D,E,C,E,B,D,E,C,B,E,B,B,B,E,E,D,E,B,C,D,D,B,C,E,A,C,A,D,C,B,A,D,A,A,B,D,D,E,A,D,D,D,E,E,E,B,D,A,2018
8247,47101171398,Presente,E,A,C,E,A,A,D,C,D,A,C,E,B,B,C,B,A,B,E,A,C,B,A,C,E,E,*,D,E,C,C,E,A,E,B,E,A,D,A,C,E,A,A,D,A,C,B,E,E,A,D,A,A,A,E,E,D,B,B,B,A,D,C,B,B,E,B,D,E,A,2018
8248,47101175830,Presente,B,C,C,E,A,C,C,D,D,D,B,E,C,A,C,A,D,E,E,A,A,D,B,A,C,E,B,D,E,D,E,E,A,B,E,E,C,A,D,C,E,D,C,D,A,A,B,A,A,A,A,B,E,A,A,D,D,C,D,B,A,D,B,A,B,E,D,C,A,A,2018
8249,47101153709,Presente,C,C,C,C,C,D,D,B,C,B,B,E,D,A,A,C,C,B,B,A,C,A,A,B,E,B,B,D,D,D,E,E,B,E,A,B,E,D,D,C,E,C,D,C,E,A,C,C,D,E,A,D,B,D,A,E,B,B,D,D,E,B,C,A,B,E,B,B,C,A,2018
8250,47101157838,Presente,C,C,B,E,C,B,A,C,B,B,E,E,B,D,A,A,C,C,C,E,C,D,A,A,E,E,B,A,C,D,B,B,E,E,B,D,C,D,A,E,C,A,B,D,E,C,C,A,C,A,C,E,E,D,C,C,A,C,A,A,E,D,D,A,C,C,C,D,C,C,2018
8251,47101147655,Presente,A,D,B,A,C,D,D,A,D,B,B,C,D,C,A,A,D,B,E,A,A,A,A,A,E,D,B,D,C,C,E,E,E,E,C,B,B,D,E,E,D,D,D,A,B,B,D,A,E,E,D,A,E,D,A,A,B,B,B,C,A,D,D,A,B,E,C,D,A,A,2018
8252,47101172860,Presente,C,C,C,D,C,C,B,C,C,B,B,B,D,C,E,D,B,C,C,E,A,D,B,A,D,E,B,D,D,B,E,D,E,B,C,B,B,D,E,C,E,E,C,D,E,B,E,E,C,A,A,A,A,E,A,E,E,E,B,D,E,D,C,C,B,E,B,C,A,A,2018
8253,47101147748,Presente,D,C,A,D,E,D,D,A,A,C,A,A,B,E,A,A,B,E,A,A,D,A,A,D,D,E,A,A,E,C,A,E,C,E,B,B,A,A,C,D,B,A,D,A,D,A,E,A,D,A,B,D,E,C,E,E,D,D,B,D,E,D,A,A,B,A,A,D,D,A,2018
8256,47102146757,Presente,E,A,C,E,D,C,B,B,B,B,B,B,D,E,C,D,C,E,D,A,C,A,A,B,E,D,B,D,C,C,E,D,B,E,E,E,C,A,E,A,D,D,D,D,B,B,C,B,E,A,A,A,A,D,D,A,D,C,E,B,D,D,D,A,B,E,A,C,C,C,2018
8258,47101171572,Presente,E,E,E,E,C,E,E,E,E,E,E,C,B,E,C,D,E,E,E,A,C,D,B,A,E,D,B,D,A,C,E,D,B,A,A,E,A,A,A,A,A,A,A,D,A,B,A,A,A,A,B,C,C,A,C,D,C,C,C,E,C,C,C,A,B,A,C,C,A,C,2018
8259,47101171708,Presente,D,E,C,A,C,B,A,C,A,B,E,D,B,E,C,B,D,C,C,A,A,A,D,B,E,C,B,E,D,C,B,E,D,E,D,A,B,D,E,A,C,A,C,D,A,E,D,A,B,A,A,B,E,D,B,B,B,E,B,B,A,D,B,A,B,E,D,B,A,A,2018
8260,47101170810,Presente,D,C,C,C,E,D,C,C,C,A,B,C,D,B,C,D,D,B,D,A,A,D,D,A,E,D,B,D,A,C,E,E,B,B,B,A,D,D,D,E,E,D,C,D,B,D,C,A,B,E,C,C,E,D,A,D,D,C,E,C,E,D,D,D,B,E,A,C,A,C,2018
8261,47101164731,Presente,C,D,D,B,E,B,A,C,D,D,E,D,D,C,D,A,D,C,C,A,E,D,E,A,C,A,B,E,E,C,B,E,B,B,A,B,C,D,D,C,C,A,D,D,B,C,A,C,B,A,A,A,E,D,B,D,B,A,A,D,C,E,D,E,D,E,C,D,C,E,2018
8262,47101174373,Presente,D,B,C,E,D,A,D,A,D,B,B,D,D,C,A,D,C,B,E,A,C,C,D,A,E,C,B,D,E,C,A,E,B,E,A,B,C,D,E,B,A,D,C,B,D,A,C,D,D,C,B,E,E,D,C,D,D,C,A,D,E,D,A,C,B,E,C,A,E,A,2018
8263,47101173456,Presente,B,A,C,B,C,C,C,A,E,A,E,D,D,B,C,B,D,C,E,A,C,D,B,A,C,D,B,D,E,C,A,C,E,A,D,B,A,D,D,C,C,C,B,C,D,E,C,D,C,D,B,B,B,D,A,E,A,D,B,D,B,D,B,C,B,E,D,B,C,A,2018
8265,47101148495,Presente,B,B,B,B,C,B,B,B,B,B,B,C,D,B,C,B,B,B,D,E,C,A,E,E,B,B,B,D,B,D,B,B,A,E,A,B,C,D,B,D,B,B,B,D,B,E,B,A,B,B,C,C,E,D,A,D,A,C,B,B,B,B,B,C,A,C,B,B,A,E,2018
8266,47101174109,Presente,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,A,C,D,D,C,D,C,B,E,E,A,C,B,E,C,C,D,C,A,C,C,C,C,C,A,C,A,C,E,C,C,A,C,E,A,C,B,E,C,A,D,A,A,C,A,B,E,C,C,A,D,2018
8267,47101146446,Presente,B,D,C,D,C,B,B,E,A,C,D,D,D,C,B,B,D,A,C,A,C,A,B,A,E,A,B,D,D,C,E,C,B,E,C,A,C,D,D,D,C,D,B,C,E,C,A,A,B,D,A,C,E,D,A,E,A,C,A,A,A,D,C,A,B,E,C,E,C,A,2018
8268,47101146156,Presente,C,C,D,C,C,B,A,A,C,A,C,C,B,A,B,D,D,C,D,A,A,D,B,A,E,D,B,A,B,C,E,E,A,E,C,B,B,D,D,B,C,A,B,D,B,B,D,A,D,E,B,D,E,D,A,D,D,C,C,C,E,D,C,B,B,E,B,A,C,A,2018
8269,47101147441,Presente,E,A,A,A,B,C,A,B,D,C,C,C,B,C,B,A,D,E,C,E,E,B,C,E,C,B,B,B,E,D,D,B,D,E,A,B,B,A,A,D,E,C,C,C,C,E,A,D,A,C,E,C,A,B,A,D,D,E,B,C,E,E,A,C,B,E,D,C,B,A,2018
8270,47101166603,Presente,D,D,C,D,B,B,C,D,C,C,B,C,E,B,C,D,D,D,D,A,C,A,A,A,E,D,C,D,D,C,B,E,E,E,E,E,C,D,A,D,C,D,D,D,A,E,D,A,A,E,A,E,E,D,E,E,D,E,D,B,A,D,D,E,B,E,C,A,C,A,2018
8271,47101175214,Presente,C,D,A,D,C,E,A,D,A,A,B,C,E,A,B,D,A,A,C,A,A,A,A,B,C,B,B,D,D,C,E,B,E,E,B,D,B,A,D,D,B,A,A,D,C,A,D,C,E,A,A,E,E,D,B,D,B,C,D,C,A,D,C,A,B,A,B,D,B,E,2018
8273,47101146462,Presente,C,D,C,A,B,B,A,D,D,B,A,C,D,C,C,C,A,D,D,A,C,D,E,A,D,D,B,D,E,C,E,E,C,D,B,B,E,A,B,D,E,A,D,D,C,E,D,A,D,B,A,C,E,D,E,C,C,C,C,E,E,D,D,A,B,C,C,D,B,A,2018
8274,47101147663,Presente,E,C,C,A,C,B,D,A,A,B,C,A,B,A,A,A,D,D,D,A,C,A,B,A,D,E,B,B,E,C,E,D,B,B,C,B,C,D,D,A,C,D,E,D,E,E,C,E,B,E,B,B,E,D,A,C,A,C,A,C,A,D,C,C,C,C,C,D,C,C,2018
8275,47101174708,Presente,A,D,B,D,B,C,A,C,C,C,D,D,B,D,C,B,C,D,C,B,A,C,B,E,A,D,A,C,C,C,C,E,B,D,C,B,A,E,E,C,D,E,A,D,D,C,B,E,B,A,B,B,E,D,D,E,C,D,E,C,B,D,C,E,C,E,B,D,A,D,2018
8276,47101174427,Presente,E,D,B,E,B,D,C,D,D,A,D,D,D,D,A,D,D,D,D,A,A,D,E,A,D,D,B,D,E,C,E,C,B,E,B,B,C,D,D,A,C,A,D,D,A,A,C,A,E,D,E,D,A,D,A,D,D,C,B,C,D,D,D,A,B,E,A,D,A,A,2018
8277,47101174389,Presente,B,B,B,B,B,B,B,B,B,B,E,B,B,B,A,A,B,B,B,D,B,D,A,A,E,D,D,D,B,C,E,E,A,E,B,D,B,D,B,B,B,B,B,D,B,C,B,A,B,B,A,E,E,D,B,D,B,B,C,D,D,D,B,B,B,C,B,B,C,C,2018
8278,47101173631,Presente,E,A,C,A,C,B,C,C,E,D,D,D,D,C,A,D,B,B,D,E,A,B,E,A,E,C,B,D,B,C,A,E,B,E,E,B,A,D,A,A,E,D,D,D,C,D,A,A,E,B,A,C,A,A,A,E,D,C,B,C,A,D,C,A,C,A,D,C,B,E,2018
8279,47101175778,Presente,E,B,C,A,C,D,E,A,C,E,B,B,D,E,E,B,B,A,B,E,C,B,D,B,C,A,B,E,D,D,C,B,A,B,E,B,C,D,B,A,C,D,D,D,E,A,C,D,B,A,C,C,B,D,C,D,B,B,A,D,E,C,C,B,E,C,B,E,B,E,2018
8280,47101173860,Presente,B,E,E,D,B,B,E,E,E,E,E,E,A,A,D,E,E,A,E,C,E,C,B,D,C,B,A,C,E,D,A,D,A,D,C,A,D,A,E,C,E,D,A,A,C,D,C,E,E,A,B,D,A,E,A,E,E,A,C,B,C,E,E,C,D,B,E,E,A,D,2018
8281,47101173979,Presente,D,C,C,E,D,A,D,D,D,D,E,D,A,D,E,D,B,D,C,A,C,D,D,A,C,D,B,E,D,C,E,B,C,D,E,B,E,D,E,D,D,D,D,D,A,A,D,A,B,B,C,B,A,D,A,D,D,E,D,D,A,D,D,A,B,E,D,B,E,C,2018
8283,47101146250,Presente,D,A,B,C,D,B,C,A,C,B,B,C,D,B,C,D,D,B,C,A,C,D,A,B,E,D,B,D,A,C,E,E,E,E,A,B,A,D,A,D,E,D,E,D,A,C,A,A,B,A,D,B,E,A,A,D,A,C,B,B,A,D,B,A,B,E,C,C,A,A,2018
8284,47101176797,Presente,B,D,C,A,B,B,B,A,A,C,E,D,B,C,C,B,B,C,C,E,A,B,C,A,D,A,B,A,D,C,E,D,D,E,C,A,D,A,C,B,C,A,D,D,D,E,D,A,D,A,C,D,E,D,B,D,E,E,D,D,B,D,B,B,E,E,A,C,A,A,2018
8285,47101173783,Presente,E,D,B,E,E,C,A,C,B,B,E,E,B,C,C,A,D,E,E,E,B,D,A,E,D,E,B,D,D,C,E,A,E,E,B,B,B,D,D,A,E,B,E,A,C,C,E,A,C,A,D,B,E,E,E,E,A,C,E,C,A,D,D,D,B,A,B,D,C,A,2018
8286,47101173567,Presente,A,D,D,A,E,C,A,D,B,A,D,A,B,B,E,A,C,C,C,D,C,D,C,C,C,A,E,D,E,C,E,E,A,C,D,E,B,E,E,A,E,E,E,B,C,C,B,A,C,A,B,C,E,D,A,D,D,B,E,D,A,A,A,A,B,E,B,E,C,A,2018
8287,47101172637,Presente,E,B,A,C,C,B,A,D,B,C,B,E,D,D,A,C,B,E,D,A,D,D,E,A,C,B,B,B,E,C,E,A,B,E,B,B,E,D,E,B,D,C,A,A,B,B,A,E,B,B,C,B,E,E,A,D,D,E,A,B,D,D,B,A,B,E,C,C,E,C,2018
8288,47101151862,Presente,D,E,A,D,A,D,A,C,E,A,C,E,B,E,A,D,E,B,C,A,A,C,D,B,C,D,B,A,E,C,B,C,B,B,E,B,D,E,E,A,A,D,B,D,E,B,C,A,C,D,A,A,E,D,C,A,B,B,B,C,E,A,D,D,B,A,C,C,A,A,2018
8289,47101146814,Presente,D,A,B,E,C,B,D,A,D,B,D,C,E,A,C,A,A,D,E,A,A,C,A,A,A,D,B,D,B,C,E,E,E,E,A,B,C,D,B,E,D,D,C,D,D,E,C,A,D,C,D,B,A,A,A,D,B,B,B,C,E,C,C,A,B,E,D,D,C,A,2018
8290,47101173665,Presente,D,C,C,E,B,A,A,D,B,A,E,A,D,C,A,B,C,E,D,B,D,A,A,A,D,C,B,D,D,C,A,C,E,E,C,A,E,B,E,A,E,D,C,E,E,D,A,E,C,E,A,B,E,D,B,D,E,C,D,A,E,D,B,D,E,C,D,B,E,A,2018
8291,47101171232,Presente,E,B,C,E,C,C,A,C,D,C,A,E,D,D,C,A,D,D,D,A,A,C,D,A,E,B,B,E,C,C,B,B,B,B,E,B,B,D,D,A,C,D,D,D,C,E,A,A,C,A,D,E,E,E,A,D,C,D,B,D,E,D,B,C,B,A,D,A,C,A,2018
8292,47101146866,Presente,A,D,C,E,C,C,B,A,C,B,B,C,B,A,C,C,D,A,C,A,A,A,B,A,E,A,B,D,D,C,E,E,E,E,E,B,A,D,A,C,A,A,B,B,A,A,C,E,A,A,A,C,E,D,E,D,B,A,A,D,A,D,B,D,B,E,C,A,A,C,2018
8293,47101148438,Presente,E,B,B,C,A,D,D,A,C,A,B,C,D,E,C,D,D,B,D,A,E,D,D,A,E,D,B,D,E,C,E,E,B,E,C,B,A,D,D,D,D,B,D,A,A,A,B,A,C,E,D,A,E,C,A,D,B,A,D,E,A,D,D,A,B,E,B,E,D,A,2018
8294,47101149623,Presente,D,D,D,D,D,D,D,A,D,A,B,D,D,D,A,D,D,B,D,A,C,C,D,B,E,A,B,D,D,C,E,E,B,E,D,B,C,D,A,C,D,D,D,D,B,C,D,A,C,A,B,D,E,A,A,D,E,A,D,B,D,D,D,D,B,E,D,D,A,A,2018
8296,47101146184,Presente,E,D,B,A,C,D,A,B,C,A,E,E,B,B,C,A,D,D,E,A,B,D,B,A,E,D,A,D,D,C,E,C,B,E,B,D,C,D,E,D,E,D,A,D,C,B,E,B,E,B,B,B,E,D,C,D,D,A,C,B,E,D,D,A,D,E,C,E,C,A,2018
8297,47101145911,Presente,A,D,B,E,C,C,C,A,A,B,B,C,D,D,C,A,D,D,C,A,C,D,A,A,E,D,B,B,A,C,D,E,A,C,C,B,E,A,E,D,C,A,D,D,C,D,D,A,B,A,E,E,E,D,B,E,A,C,A,A,A,D,C,B,B,E,B,A,A,C,2018
8299,47101166590,Presente,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,A,D,A,D,D,D,E,D,D,D,A,2018
8300,47101172858,Presente,A,E,C,A,C,B,A,E,B,A,B,C,E,D,C,D,D,C,D,E,A,D,A,A,E,D,B,D,A,C,B,D,E,A,A,E,E,D,B,B,E,D,C,D,D,C,B,A,E,C,D,A,E,D,C,D,A,C,D,B,A,D,E,A,B,A,D,B,E,C,2018
8304,47101165340,Presente,B,A,C,A,D,D,A,A,B,A,E,B,C,D,B,A,D,E,E,E,A,C,C,A,C,B,B,E,D,C,C,A,D,B,B,B,E,A,E,E,A,A,D,D,E,D,E,E,C,D,A,B,E,A,A,D,E,E,A,C,B,D,D,D,B,D,B,A,D,E,2018
8306,47101145971,Presente,D,C,D,E,C,A,A,C,D,A,E,C,E,A,B,A,D,A,D,A,C,D,B,A,E,D,B,A,D,C,C,E,A,A,C,E,C,E,C,A,E,D,E,B,C,A,D,D,B,A,B,A,B,D,A,D,A,B,B,D,D,D,A,A,B,E,B,B,C,A,2018
8308,47101175562,Presente,E,C,C,E,C,C,A,B,C,A,E,E,D,B,A,A,B,C,D,A,A,A,D,A,E,A,B,D,A,A,E,A,B,C,D,B,B,D,E,C,E,D,B,D,A,C,B,A,C,A,E,C,A,D,A,A,D,E,E,C,E,D,D,B,B,E,B,D,E,D,2018
8309,47101163651,Presente,B,A,C,A,E,C,D,C,E,A,E,B,D,C,D,C,A,C,B,D,A,E,D,A,D,D,A,E,A,C,B,E,C,E,A,A,C,A,D,A,C,D,C,E,B,A,C,B,D,D,D,B,A,E,B,A,D,A,B,A,A,A,C,B,E,A,D,D,A,A,2018
8310,47101154629,Presente,E,C,C,C,D,B,C,C,C,B,B,E,D,C,C,A,D,B,C,A,C,A,A,A,E,D,B,D,E,C,B,C,C,E,E,D,C,D,A,D,D,D,C,D,C,C,C,A,C,C,A,B,E,D,E,D,A,E,A,D,B,D,D,A,B,A,B,C,C,A,2018
8311,47101146970,Presente,E,A,C,A,E,A,A,A,A,A,E,C,B,A,C,D,D,B,D,E,A,D,D,A,C,D,B,D,C,C,E,E,C,E,A,B,E,E,A,B,C,A,A,D,A,E,E,A,C,A,B,A,A,D,A,D,B,C,B,C,A,D,C,A,B,A,D,D,A,A,2018
8312,47101174134,Presente,C,A,B,D,B,A,C,C,E,A,B,D,E,C,C,A,D,A,D,A,A,A,B,A,A,D,B,D,E,C,E,E,B,E,A,B,B,D,A,E,C,D,C,B,C,E,C,A,D,C,A,B,E,D,B,D,D,A,B,C,A,D,C,A,B,E,B,C,A,A,2018
8316,47101155317,Presente,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,D,D,C,D,B,D,B,C,B,E,C,C,A,D,E,E,B,B,B,A,C,B,C,B,C,C,C,D,C,B,C,B,E,D,E,D,E,D,B,D,B,E,D,D,D,B,B,C,C,C,E,D,2018
8317,47101148080,Presente,B,A,A,C,E,D,A,B,D,A,E,D,A,C,A,A,C,C,C,D,A,D,D,A,D,D,B,C,E,D,E,E,A,B,B,B,C,A,A,D,D,C,D,E,C,B,D,D,C,C,E,C,E,D,E,D,D,E,B,D,B,D,A,D,A,A,A,A,E,C,2018
8319,47101175997,Presente,A,A,B,E,D,D,C,D,D,B,B,D,B,C,C,D,D,E,E,A,A,D,A,B,E,D,B,B,A,C,E,E,C,E,B,B,A,D,D,A,E,D,C,D,A,E,C,C,C,A,D,E,A,E,E,D,E,C,B,B,E,A,D,E,A,E,C,C,A,C,2018
8321,47101171535,Presente,A,D,B,E,C,B,C,A,B,D,B,E,D,C,C,A,A,B,C,A,A,A,B,B,A,E,B,D,E,C,E,E,E,A,B,B,B,D,D,C,D,C,C,D,B,A,E,A,C,A,A,B,B,D,D,A,E,C,E,A,E,A,C,A,B,A,C,C,A,A,2018
8322,47101177267,Presente,B,D,A,E,C,B,A,A,A,D,B,C,D,D,A,D,D,C,C,E,C,A,A,B,E,D,B,D,D,C,E,D,B,E,D,E,C,D,A,B,A,D,D,D,B,B,C,A,E,A,C,E,A,E,B,D,B,A,D,B,A,D,C,E,E,D,C,B,E,A,2018
8323,47101158141,Presente,A,A,B,E,C,A,D,A,E,A,A,E,D,D,C,D,D,E,C,A,A,B,C,A,E,D,B,D,E,C,E,E,B,C,A,E,B,A,C,A,C,D,E,D,E,E,C,A,D,E,A,E,A,D,A,D,B,D,A,C,A,D,C,A,B,D,C,E,C,A,2018
8324,47101175532,Presente,A,D,C,E,B,E,C,B,A,D,E,C,B,A,A,A,B,D,B,D,E,C,D,E,D,B,B,E,C,C,A,E,C,E,B,B,A,D,D,C,A,D,A,E,A,C,E,D,B,A,D,C,A,D,A,B,C,E,B,C,E,D,C,A,B,E,D,B,E,A,2018
