,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Análise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algorítmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
2394,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens e Interação",42101826791-1,"1,03904E+11",3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,57.0
2395,Mestrado/Doutorado,Sistemas Paralelos e Distribuídos,42101810550-0,"1,04501E+11",2.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,34.0
2396,Mestrado/Doutorado,Gestão da Informação,42101834071-7,"1,00703E+11",0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,21.0
2397,Mestrado/Doutorado,Sistemas de Informação,42101809871-0,"1,05501E+11",0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,21.0
2398,Mestrado/Doutorado,Sistemas Embarcados,42101809425-0,"1,03904E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Mestrado/Doutorado,Sistemas de computação,42101833604-7,"1,04001E+11",1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,28.0
2400,Mestrado/Doutorado,Computação Paralela e Distribuída,42101828285-0,"1,01802E+11",1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,35.0
2401,Mestrado/Doutorado,Visão Computacional,42101829282-6,"1,024E+11",0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,32.0
2402,Mestrado/Doutorado,Visão Computacional,42101809243-2,"1,035E+11",2.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,39.0
2403,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,42101809670-6,"1,03001E+11",1.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,26.0
2404,Autoavaliação,,42102833560-2,"1,01802E+11",3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,39.0
2405,Mestrado/Doutorado,Sistemas Embarcados,42101835371-5,"1,00801E+11",3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,34.0
2406,Mestrado/Doutorado,Engenharia da Informação,42101835867-3,"1,00601E+11",2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,39.0
2407,Mestrado/Doutorado,Sistemas de Informação,42101835780-2,"1,019E+11",1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,36.0
2408,Mestrado/Doutorado,Inteligência Artificial,42101812530-7,"1,04801E+11",0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,33.0
2409,Mestrado/Doutorado,Banco de Dados,42101809636-3,"1,027E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2410,Mestrado/Doutorado,Teoria da Computação,42101810523-6,"1,019E+11",1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,28.0
2411,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,42101834764-0,"1,04501E+11",1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,29.0
2412,Mestrado/Doutorado,Fundamentos da Computação,42101834562-5,"1,04501E+11",2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,30.0
2413,Mestrado/Doutorado,Engenharia de Software,42101809340-0,"1,01802E+11",0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,22.0
2414,Mestrado/Doutorado,Engenharia de Software,42101833540-2,"1,04301E+11",2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,26.0
2415,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101810902-9,"1,042E+11",2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,29.0
2416,Mestrado/Doutorado,Tecnologias aplicadas à Educação e Saúde,42101811169-6,"1,033E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2417,Mestrado/Doutorado,Processamento de Imagens e Sinais: Algoritmos e Arquiteturas,42101835248-3,"1,00703E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,28.0
2418,Mestrado/Doutorado,Bioinformática,42101810611-5,"1,04001E+11",3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,32.0
2419,Autoavaliação,,42102812250-5,"1,01501E+11",1.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,31.0
2420,Mestrado/Doutorado,Tecnologias e Sistemas de Computação,42101809633-3,"1,038E+11",1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,29.0
2421,Mestrado/Doutorado,Computação Evolucionária,42101835377-5,"1,01501E+11",3.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,30.0
2422,Mestrado/Doutorado,Engenharia de Software,42101835823-0,"1,05E+11",2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,38.0
2423,Mestrado/Doutorado,Algoritmos e Otimização,42101828866-7,"1,04001E+11",1.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,32.0
2424,Mestrado/Doutorado,Engenharia de Software,42101834660-2,"1,01602E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2425,Mestrado/Doutorado,"Análise de Dados, Descoberta de Conhecimento e Recuperação de Informação",42101823545-7,"1,00801E+11",1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,36.0
2426,Mestrado/Doutorado,Sistemas de Computação,42101834133-1,"1,02102E+11",2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,32.0
2427,Mestrado/Doutorado,Sistemas de Computação,42101820906-4,"1,00801E+11",2.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,29.0
2428,Mestrado/Doutorado,Banco de Dados,42101832219-0,"1,00801E+11",1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,29.0
2429,Mestrado/Doutorado,Engenharia de Software,42101832198-8,"1,05501E+11",2.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,39.0
2430,Mestrado/Doutorado,Aprendizado de Máquina,42101834487-4,"1,04801E+11",2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,32.0
2431,Mestrado/Doutorado,Visão Computacional.,42101821581-7,"1,009E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2432,Mestrado/Doutorado,Sistemas de Informação e Processamento Gráfico,42101809979-8,"1,01201E+11",1.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,34.0
2433,Mestrado/Doutorado,Screening Virtual,42101834442-1,"1,02301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2434,Mestrado/Doutorado,Modelagem e Simulação,42101835747-0,"1,036E+11",2.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,34.0
2435,Mestrado/Doutorado,Sistemas de Computação,42101812680-5,"1,054E+11",0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,29.0
2436,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória e Teoria da Computação",42101812673-7,"1,05302E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2437,Mestrado/Doutorado,Mecânica dos Fluidos Computacional/Otimização/Modelos Estocásticos.,42101809405-4,"1,00801E+11",1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,36.0
2438,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101835489-0,"1,037E+11",1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,37.0
2439,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",42101826583-9,"1,01201E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2440,Mestrado/Doutorado,Redes de Computadores,42101831772-9,"1,03904E+11",2.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,40.0
2441,Mestrado/Doutorado,Inteligência Artificial,42101824424-0,"1,019E+11",0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,28.0
2442,Mestrado/Doutorado,Mecânica dos Fluidos Computacional/Otimização/Modelos Estocásticos.,42101810505-0,"1,05302E+11",2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,41.0
2443,Mestrado/Doutorado,Aprendizado de Máquina,42101829487-0,"1,05302E+11",2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,35.0
2444,Mestrado/Doutorado,Sistemas Integrados e Distribuídos,42101810411-0,"1,034E+11",1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,42.0
2445,Mestrado/Doutorado,Sistemas Inteligentes,42101835313-6,"1,014E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,21.0
2446,Mestrado/Doutorado,Redes e Sistemas Distribuidos,42101834983-0,"1,04001E+11",1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,28.0
2447,Mestrado/Doutorado,Sistemas de Computação,42101817865-5,"1,05202E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2448,Mestrado/Doutorado,Algoritmos,42101835827-0,"1,00801E+11",1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,32.0
2449,Mestrado/Doutorado,Computação Paralela e Distribuída,42101834200-4,"1,01802E+11",1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,40.0
2450,Mestrado/Doutorado,Sistemas de Computação,42101812312-6,"1,04301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2451,Mestrado/Doutorado,Sistemas Distribuídos,42101817442-0,"1,02102E+11",2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,33.0
2452,Mestrado/Doutorado,Computação Científica e Aplicada,42101825933-0,"1,05104E+11",1.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,39.0
2453,Mestrado/Doutorado,Tecnologias e Sistemas de Computação,42101835760-6,"1,04301E+11",1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,44.0
2454,Mestrado/Doutorado,"Engenharia de Software, Banco de Dados e Informática e Educação",42101810441-5,"1,02102E+11",1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,31.0
2455,Mestrado/Doutorado,Sistemas de Informação e Banco de Dados,42101810808-1,"1,01001E+11",2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,49.0
2456,Autoavaliação,,42102816296-3,"1,032E+11",1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,49.0
2457,Autoavaliação,,42102810420-2,"1,001E+11",1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,36.0
2458,Mestrado/Doutorado,Aplicações da Computação,42101833794-8,"1,054E+11",1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,30.0
2459,Mestrado/Doutorado,Banco de Dados,42101835816-2,"1,019E+11",1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,29.0
2460,Mestrado/Doutorado,Sistemas de Software,42101833581-5,"1,04701E+11",1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,43.0
2461,Mestrado/Doutorado,Computação Visual,42101834015-8,"1,025E+11",2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,33.0
2462,Mestrado/Doutorado,Sistemas de Informação e Computação,42101811229-0,"1,01602E+11",1.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,43.0
2463,Mestrado/Doutorado,Linguagens de Programação,42101835586-8,"1,013E+11",2.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,37.0
2464,Mestrado/Doutorado,Inteligência Artificial,42101834524-2,"1,01602E+11",2.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,40.0
2465,Mestrado/Doutorado,Redes de Computadores,42101809397-0,"1,03904E+11",2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,42.0
2466,Mestrado/Doutorado,Inteligência Computacional,42101834677-0,"1,014E+11",0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,23.0
2467,Mestrado/Doutorado,Inteligência Computacional,42101810592-3,"1,04701E+11",1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,23.0
2468,Mestrado/Doutorado,Sistemas de Informação e Processamento Gráfico,42101834388-7,"1,01201E+11",2.0,3.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,45.0
2469,Mestrado/Doutorado,Sistemas Embarcados,42101833044-6,"1,05E+11",0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,32.0
2470,Mestrado/Doutorado,Otimização,42101811790-4,"1,049E+11",1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,32.0
2471,Mestrado/Doutorado,Aprendizagem de Máquina e Mineração,42101823446-0,"1,05202E+11",1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,29.0
2472,Mestrado/Doutorado,Computação Visual,42101828434-3,"1,027E+11",1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,34.0
2473,Mestrado/Doutorado,Computação Paralela e Distribuída,42101828354-2,"1,025E+11",1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,51.0
2474,Mestrado/Doutorado,Inteligência Computacional,42101829700-7,"1,01602E+11",0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,30.0
2475,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101826362-8,"1,01802E+11",2.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,39.0
2476,Mestrado/Doutorado,Combinatória e Teoria dos Grafos,42101812137-8,"1,05104E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2477,Mestrado/Doutorado,Modelagem e Simulação,42101812593-6,"1,014E+11",2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,31.0
2478,Mestrado/Doutorado,Inteligência Computacional,42101834944-8,"1,01001E+11",1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,44.0
2479,Autoavaliação,,42102833798-1,"1,054E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2480,Mestrado/Doutorado,Fundamentos da Computação,42101810620-3,"1,03904E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,26.0
2481,Mestrado/Doutorado,Sistemas de Comunicação.,42101809981-6,"1,01001E+11",1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,35.0
2482,Mestrado/Doutorado,Engenharia de trafego e qualidade de serviço,42101811806-8,"1,01001E+11",2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,31.0
2483,Mestrado/Doutorado,Bioinformática e Biologia Computacional,42101832057-8,"1,04701E+11",2.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,34.0
2484,Mestrado/Doutorado,Inteligência Computacional e Processamento Gráfico,42101811210-2,"1,026E+11",1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,32.0
2485,Mestrado/Doutorado,Processamento de Imagens e Sinais: Algoritmos e Arquiteturas,42101810570-7,"1,011E+11",2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,32.0
2486,Mestrado/Doutorado,Teoria da Computação,42101809574-9,"1,019E+11",2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,50.0
2487,Mestrado/Doutorado,Sistemas de Computação,42101828715-9,"1,011E+11",3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,43.0
2488,Mestrado/Doutorado,Fundamentos da Computação,42101834768-0,"1,01802E+11",1.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,43.0
2489,Mestrado/Doutorado,Engenharia de Software,42101822387-9,"1,00703E+11",1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,38.0
2490,Mestrado/Doutorado,Sistemas de Apoio a Negócios,42101810338-0,"1,04301E+11",3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,43.0
2491,Mestrado/Doutorado,Aplicações Distribuídas,42101810522-6,"1,04801E+11",3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,23.0
