,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Álgebra Linear,NOTA Análise Combinatória,NOTA Calculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algoritmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
1320,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801389146-8,"1,05103E+11",1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0
1321,Mestrado/Doutorado,Computação Visual,51801391650-7,"1,01001E+11",3.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,33.0
1322,Mestrado/Doutorado,Sistemas de Informação,51801354392-5,"1,01602E+11",2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0
1323,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,51801385385-0,"1,00101E+11",1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,29.0
1324,Mestrado/Doutorado,Sistemas Embarcados e Sistemas Digitais,51801392291-7,"1,03901E+11",2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,26.0
1325,Mestrado/Doutorado,Aplicações distribuídas,51801395638-6,"1,01201E+11",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0
1326,Mestrado/Doutorado,Gerência de Redes,51801397394-6,"1,01401E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1327,Mestrado/Doutorado,Engenharia de Software,51801394357-4,"1,05104E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Mestrado/Doutorado,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,51801387668-8,"1,01001E+11",0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,27.0
1329,Mestrado/Doutorado,Sistemas Distribuídos,51801363293-7,"1,01001E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Mestrado/Doutorado,DESENVOLVIMENTO DE JOGOS DIGITAIS,51801377770-8,"1,04201E+11",1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,27.0
1331,Mestrado/Doutorado,Ciência dos Dados,51801354595-0,"1,00401E+11",2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,28.0
1332,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",51801394395-7,"1,04701E+11",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0
1333,Mestrado/Doutorado,Inteligência Computacional,51801368584-2,"1,01801E+11",1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,22.0
1334,Mestrado/Doutorado,Teste de software,51801395113-3,"1,01202E+11",1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0
1335,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",51801393641-1,"1,02701E+11",3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,48.0
1336,Mestrado/Doutorado,Inteligência Computacional,51801379716-1,"1,00702E+11",1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,25.0
1337,Mestrado/Doutorado,Banco de Dados e Imagens,51801394450-1,"1,05401E+11",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,19.0
1338,Mestrado/Doutorado,Engenharia de Software,51801367328-2,"1,05501E+11",2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,28.0
1339,Mestrado/Doutorado,Gerenciamento de Dados e Informações,51801394398-7,"1,00802E+11",3.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,40.0
1340,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801395287-8,"1,05202E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801393764-5,"1,00401E+11",1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
1342,Mestrado/Doutorado,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,51801393274-7,"1,03301E+11",0.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,23.0
1343,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",51801397233-0,"1,04801E+11",0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,23.0
1344,Mestrado/Doutorado,Sistemas de Computação \ Redes e Sistemas Distribuídos,51801353978-6,"1,01701E+11",1.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,36.0
1345,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801396791-9,"1,00601E+11",1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,28.0
1346,Mestrado/Doutorado,Modelagem e Métodos Computacionais,51801395717-7,"1,00401E+11",2.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,23.0
1347,Mestrado/Doutorado,Inteligência artificial,51801387086-0,"1,00401E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1348,Mestrado/Doutorado,Ciência Computacional,51801354112-5,"1,04201E+11",0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,20.0
1349,Mestrado/Doutorado,Visão Computacional e Robótica,51801353922-5,"1,03001E+11",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,20.0
1350,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801394998-0,"1,03101E+11",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,15.0
1351,Mestrado/Doutorado,Segurança de Dados e Criptografia,51801394145-1,"1,05104E+11",1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,33.0
1352,Mestrado/Doutorado,Inteligência Artificial,51801394770-0,"1,05301E+11",1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,41.0
1353,Mestrado/Doutorado,Inteligência Artificial,51801393511-0,"1,04601E+11",0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,26.0
1354,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,51801397013-9,"1,01901E+11",2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0
1355,Autoavaliação,,51802371589-7,"1,05301E+11",1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,38.0
1356,Mestrado/Doutorado,Engenharia de Software,51801393234-4,"1,00702E+11",0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,29.0
1357,Mestrado/Doutorado,Engenharia de Software,51801394309-3,"1,03801E+11",1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,22.0
1358,Mestrado/Doutorado,Engenharia de Software,51801354349-4,"1,03301E+11",1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,29.0
1359,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801393014-3,"1,05104E+11",3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,44.0
1360,Mestrado/Doutorado,Modelagem e Métodos Computacionais,51801391907-8,"1,01602E+11",1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,44.0
1361,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801373111-0,"1,05301E+11",1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,23.0
1362,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,51801365328-0,"1,04701E+11",2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,44.0
1363,Mestrado/Doutorado,Sistemas de Informação,51801394577-5,"1,02002E+11",2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,30.0
1364,Autoavaliação,,51802391142-6,"1,01202E+11",2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,23.0
1365,Mestrado/Doutorado,Computação Visual,51801358390-0,"1,03902E+11",3.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,37.0
1366,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",51801364599-5,"1,05104E+11",0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,20.0
1367,Mestrado/Doutorado,Teoria da Computação,51801394559-9,"1,03301E+11",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,18.0
1368,Mestrado/Doutorado,Banco de Dados,51801375893-9,"1,01001E+11",0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,29.0
1369,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801362327-0,"1,03701E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1370,Mestrado/Doutorado,"Arquitetura de Computadores, Compiladores e Design de Hardware",51801389251-3,"1,04101E+11",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,21.0
1371,Mestrado/Doutorado,Inteligência Computacional,51801354929-1,"1,01602E+11",1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,27.0
1372,Mestrado/Doutorado,Inteligência Computacional,51801394911-5,"1,01202E+11",2.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,28.0
1373,Mestrado/Doutorado,Engenharia de software,51801366113-3,"1,05202E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Mestrado/Doutorado,Inteligência Artificial,51801393096-9,"1,03902E+11",3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,50.0
1375,Mestrado/Doutorado,Engenharia de Software,51801368541-0,"1,00702E+11",0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0
1376,Mestrado/Doutorado,Redes de Computadores,51801393927-7,"1,03902E+11",1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,32.0
1377,Mestrado/Doutorado,Computação Aplicada a Biociências,51801393771-3,"1,00802E+11",1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,28.0
1378,Mestrado/Doutorado,Infraestrutura de TI,51801376804-1,"1,05301E+11",1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,32.0
1379,Mestrado/Doutorado,Sistemas de Informação,51801353939-3,"1,00101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1380,Autoavaliação,,51802396505-4,"1,04201E+11",3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,40.0
1381,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801354483-4,"1,01101E+11",3.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,32.0
1382,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação / Sistemas Web e Multimídia Interativos,51801354515-4,"1,05104E+11",1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.0
1383,Mestrado/Doutorado,Aprendizado de Maquina e Interação,51801354440-1,"1,02002E+11",1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,33.0
1384,Mestrado/Doutorado,Outras \ Inteligência Artificial,51801372155-6,"1,02501E+11",2.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,33.0
1385,Mestrado/Doutorado,Teoria da Computação,51801393652-0,"1,03301E+11",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0
1386,Mestrado/Doutorado,Computação Paralela e Distribuída,51801391111-8,"1,01801E+11",2.0,0.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,42.0
1387,Mestrado/Doutorado,Engenharia de software e Linguagens de programação,51801395224-9,"1,02601E+11",2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,26.0
1388,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801397498-3,"1,01901E+11",2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,28.0
1389,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação / Sistemas Web e Multimídia Interativos,51801391406-1,"1,00601E+11",2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0
1390,Mestrado/Doutorado,Computação Aplicada,51801392994-8,"1,05002E+11",1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,23.0
1391,Mestrado/Doutorado,Computação Aplicada \ Sistemas de Informação,51801390130-8,"1,00601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801388704-2,"1,01101E+11",3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,44.0
1393,Mestrado/Doutorado,Inteligência Computacional,51801373841-5,"1,00601E+11",3.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,43.0
1394,Mestrado/Doutorado,Teoria da Computação \ Análise de Algoritmos e Complexidade de Computação_x000D_ \ Otimização,51801354448-1,"1,04401E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1395,Mestrado/Doutorado,Processamento de Imagens,51801394943-0,"1,04301E+11",1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,33.0
1396,Mestrado/Doutorado,Ciência Computacional,51801390286-6,"1,01901E+11",3.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,27.0
1397,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801392308-0,"1,04401E+11",2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,30.0
1398,Mestrado/Doutorado,Engenharia de Software,51801373357-7,"1,01801E+11",2.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,44.0
1399,Mestrado/Doutorado,Segurança em Sistemas Computacionais,51801390337-2,"1,01802E+11",0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,31.0
1400,Mestrado/Doutorado,Sistemas e Tecnologias da Computação,51801355370-5,"1,02501E+11",1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,43.0
1401,Mestrado/Doutorado,Aplicações da Computação,51801397010-9,"1,02501E+11",2.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,38.0
1402,Mestrado/Doutorado,Testes Baseados em Modelos,51801391198-3,"1,02801E+11",3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,29.0
1403,Mestrado/Doutorado,Computação Aplicada \ Sistemas de Computação,51801354393-5,"1,04802E+11",0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,23.0
1404,Mestrado/Doutorado,Engenharia de Software,51801385294-0,"1,04201E+11",1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,22.0
1405,Autoavaliação,,51802361816-6,"1,00601E+11",3.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,26.0
1406,Mestrado/Doutorado,Inteligência Aplicada,51801367928-6,"1,01802E+11",0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0
1407,Mestrado/Doutorado,Inteligência Computacional,51801393966-0,"1,02801E+11",3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,39.0
1408,Mestrado/Doutorado,Inteligência Computacional,51801366557-5,"1,01401E+11",2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,47.0
1409,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801368545-0,"1,01101E+11",2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,34.0
1410,Mestrado/Doutorado,Inteligência Artificial,51801394729-9,"1,01802E+11",2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,36.0
1411,Mestrado/Doutorado,Computação Visual e Inteligente,51801384662-9,"1,02901E+11",2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,35.0
1412,Autoavaliação,,51802380896-6,"1,05002E+11",0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,29.0
1413,Mestrado/Doutorado,Sistemas de Informação,51801354635-8,"1,02501E+11",2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,37.0
1414,Mestrado/Doutorado,Modelagem e Métodos Computacionais,51801394296-0,"1,01602E+11",1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0
