,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Matemática Discreta,NOTA Cálculo Diferencial Integral,NOTA Álgebra Linear,NOTA Geometria Analítica,NOTA Análise Combinatória,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Organização de Arquivos e Dados,NOTA Técnicas de Programação,NOTA Circuitos Digitais,NOTA Análise de Algoritmos,NOTA Teoria dos Grafos,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Algoritmos e Estruturas de Dados,NOTA Linguagens de Programação,NOTA Sistemas Operacionais,NOTA Arquitetura e Organização de Computadores,NOTA Rede de Computadores,NOTA Computação Gráfica,NOTA Inteligência Artificial,NOTA Engenharia de Software,NOTA Sistemas Distribuídos,NOTA Compiladores,NOTA Processamento de Imagens,NOTA Banco de Dados,NOTA TOTAL TO
1905,Mestrado/Doutorado,Computação Aplicada,39401669688-3,"1,05E+11",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,21.0
1906,Mestrado/Doutorado,Sistemas Inteligentes,39401672765-5,"1,05E+11",0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,29.0
1907,Mestrado/Doutorado,Banco de Dados,39401635586-4,"1,01E+11",0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,19.0
1908,Mestrado/Doutorado,Engenharia de Sistemas Computacionais,39401671467-7,"1,02E+11",1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,31.0
1909,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL  ,39401669475-0,"1,01E+11",0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,30.0
1910,Mestrado/Doutorado,Tecnologia da Informação,39401658675-3,"1,02E+11",1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,27.0
1911,Mestrado/Doutorado,Redes de computadores e Sistemas Distribuidos,39401667856-0,"1,05E+11",1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,27.0
1912,Mestrado/Doutorado,Tecnologias aplicadas à educação e à saúde,39401640033-0,"1,03E+11",0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,37.0
1913,Mestrado/Doutorado,Mineração de Dados,39401642614-0,"1,02E+11",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,27.0
1914,Mestrado/Doutorado,Modelagem Computacional,39401658315-2,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Mestrado/Doutorado,Sistemas de Software,39401673318-1,"1,05E+11",0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,25.0
1916,Mestrado/Doutorado,Metodologia da Computação,39401637199-6,"1,04E+11",3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.0
1917,Mestrado/Doutorado,Inteligência Computacional,39401647892-2,"1,02E+11",2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,29.0
1918,Mestrado/Doutorado,Computação Bioinspirada,39401667384-9,"1,05E+11",2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,25.0
1919,Mestrado/Doutorado,Processamento Gráfico,39401682926-2,"1,01E+11",0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,27.0
1920,Mestrado/Doutorado,Reconhecimento de Padrões,39401664857-1,"1,05E+11",2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,35.0
1921,Autoavaliação,,39402640041-2,"1,01E+11",0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,27.0
1922,Mestrado/Doutorado,Aplicações da Computação,39401651358-0,"1,05E+11",1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,31.0
1923,Mestrado/Doutorado,Engenharia de software,39401672311-5,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Mestrado/Doutorado,Animação,39401672837-8,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Mestrado/Doutorado,Computação Aplicada,39401684559-0,"1,05E+11",1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,34.0
1926,Mestrado/Doutorado,Inteligência Computacional,39401670427-8,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Mestrado/Doutorado,Modelagem e Gerência de Sistemas de Informação,39401666300-7,"1,01E+11",0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,22.0
1928,Mestrado/Doutorado,Computação de Alto Desempenho,39401645247-5,"1,02E+11",1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0
1929,Mestrado/Doutorado,Redes de Computadores e Telecomunicações,39401635328-0,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Mestrado/Doutorado,Recuperação de Informação,39401640095-0,"1,01E+11",1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,32.0
1931,Mestrado/Doutorado,Visão Computacional,39401665027-5,"1,05E+11",2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,27.0
1932,Mestrado/Doutorado,COMPUTAÇÃO VISUAL,39401682330-7,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Mestrado/Doutorado,Linguagens de Programação,39401636574-2,"1,01E+11",0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,23.0
1934,Mestrado/Doutorado,Fundamentos da Computação,39401657512-0,"1,04E+11",2.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,32.0
1935,Mestrado/Doutorado,Processamento de Imagens e Visualização Científica,39401649131-5,"1,02E+11",0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,26.0
1936,Mestrado/Doutorado,SISTEMAS DE INFORMAÇÃO,39401638619-3,"1,01E+11",0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,27.0
1937,Mestrado/Doutorado,CIÊNCIA DA COMPUTAÇÃO,39401637990-4,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Mestrado/Doutorado,Computação Evolutiva,39401673893-3,"1,04E+11",1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0
1939,Mestrado/Doutorado,Otimização e Automação de Sistemas,39401659349-3,"1,05E+11",2.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,41.0
1940,Mestrado/Doutorado,Engenharia de Software,39401647855-0,"1,05E+11",2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,30.0
1941,Mestrado/Doutorado,Núcleo de Processamento Digital de Imagens,39401656964-4,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Mestrado/Doutorado,Fundamentos da Computação,39401651878-3,"1,04E+11",2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,38.0
1943,Mestrado/Doutorado,Compressão de Dados,39401681560-0,"1,01E+11",1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,41.0
1944,Mestrado/Doutorado,Inteligência Artificial,39401640376-5,"1,01E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,28.0
1945,Mestrado/Doutorado,ENGENHARIA DA COMPUTAÇÃO,39401669814-0,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Mestrado/Doutorado,Sistemas Distribuídos,39401641508-9,"1,02E+11",1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,28.0
1947,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401642762-9,"1,05E+11",3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,29.0
1948,Mestrado/Doutorado,Sistemas de Informação,39401641233-1,"1,04E+11",0.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,42.0
1949,Mestrado/Doutorado,Sistemas de Informação,39401646907-0,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Autoavaliação,,39402644738-0,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Mestrado/Doutorado,Algoritmos Paralelos e Distribuídos,39401668785-4,"1,01E+11",1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,40.0
1952,Autoavaliação,,39402669398-3,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1953,Mestrado/Doutorado,Computação Gráfica,39401636182-1,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Mestrado/Doutorado,Computação Aplicada,39401644513-6,"1,04E+11",1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,27.0
1955,Mestrado/Doutorado,Smart buildings,39401684523-6,"1,05E+11",1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,44.0
1956,Mestrado/Doutorado,Ambientes de Realidade Virtual e Aumentada,39401654450-7,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Mestrado/Doutorado,Engenharia de Software,39401653251-6,"1,00E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1958,Autoavaliação,,39402639954-8,"1,01E+11",2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,39.0
1959,Mestrado/Doutorado,Verificação Automática,39401652447-6,"1,03E+11",1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,30.0
1960,Mestrado/Doutorado,Otimização,39401640735-1,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1961,Mestrado/Doutorado,Otimização,39401684513-8,"1,05E+11",1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,33.0
1962,Mestrado/Doutorado,Automação de Sistemas,39401671964-3,"1,02E+11",0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,25.0
1963,Autoavaliação,,39402684067-6,"1,01E+11",1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,32.0
1964,Mestrado/Doutorado,teste de software,39401639897-0,"1,01E+11",0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,22.0
1965,Mestrado/Doutorado,Sistemas Distribuídos,39401658852-1,"1,01E+11",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0
1966,Mestrado/Doutorado,Informática na Educação,39401671923-0,"1,01E+11",0.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,32.0
1967,Mestrado/Doutorado,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,39401635813-9,"1,02E+11",2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,43.0
1968,Mestrado/Doutorado,FUNDAMENTOS DE COMPUTAÇÃO,39401670240-0,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação,39401637980-6,"1,03E+11",0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0
1970,Mestrado/Doutorado,Visão Computacional e Robótica,39401652305-6,"1,01E+11",2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,32.0
1971,Mestrado/Doutorado,BANCO DE DADOS,39401682553-8,"1,00E+11",0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,21.0
1972,Autoavaliação,,39402684983-8,"1,02E+11",1.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,27.0
1973,Mestrado/Doutorado,Informática na Educação,39401641856-1,"1,02E+11",1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,26.0
1974,Mestrado/Doutorado,Análise de Padrões em Dados,39401663729-3,"1,03E+11",0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,29.0
1975,Mestrado/Doutorado,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,39401684237-2,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Mestrado/Doutorado,Análise de Padrões em Dados,39401684994-2,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Mestrado/Doutorado,Engenharia de Software,39401649844-4,"1,02E+11",1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,25.0
1978,Mestrado/Doutorado,Computação Inteligente,39401639965-2,"1,05E+11",1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,28.0
1979,Mestrado/Doutorado,Teoria da Computação,39401642140-9,"1,04E+11",1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0
1980,Mestrado/Doutorado,Computação Aplicada,39401664314-2,"1,04E+11",2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,32.0
1981,Autoavaliação,,39402684786-3,"1,04E+11",2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,29.0
1982,Mestrado/Doutorado,CIÊNCIA DA COMPUTAÇÃO,39401660633-5,"1,04E+11",0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,26.0
1983,Mestrado/Doutorado,Modelagem e Simulação de Sistemas,39401684795-8,"1,03E+11",0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,29.0
1984,Mestrado/Doutorado,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,39401658316-2,"1,02E+11",2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,36.0
1985,Mestrado/Doutorado,Otimização e Inteligência Computacional,39401670524-5,"1,05E+11",1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.0
1986,Mestrado/Doutorado,Teoria da Computação,39401669363-5,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Mestrado/Doutorado,Computação Científica e Aplicada,39401642569-4,"1,04E+11",3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,32.0
1988,Autoavaliação,,39402666186-1,"1,03E+11",1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,25.0
1989,Mestrado/Doutorado,Análise de Padrões em Dados,39401645732-3,"1,05E+11",0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,22.0
1990,Mestrado/Doutorado,Sistemas de Informação para a Web,39401656781-6,"1,05E+11",0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,24.0
1991,Mestrado/Doutorado,Engenharia de Software e Usabilidade,39401659563-4,"1,01E+11",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,22.0
1992,Mestrado/Doutorado,Computação em Nuvem,39401656913-3,"1,01E+11",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0
1993,Mestrado/Doutorado,Computação Científica e Aplicada,39401641786-9,"1,04E+11",0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,17.0
1994,Mestrado/Doutorado,Teoria Aplicada à Computação,39401684798-8,"1,02E+11",1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,24.0
1995,Mestrado/Doutorado,Visão Computacional,39401668140-8,"1,04E+11",1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,35.0
1996,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL  ,39401683221-8,"1,02E+11",2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,26.0
1997,Mestrado/Doutorado,Sistemas Inteligentes,39401653626-0,"1,01E+11",2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,33.0
1998,Mestrado/Doutorado,Sistemas Inteligentes,39401657943-4,"1,01E+11",1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,25.0
1999,Mestrado/Doutorado,Tecnologia da Informação,39401675276-6,"1,01E+11",1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,22.0
2000,Mestrado/Doutorado,Computação Aplicada,39401665612-0,"1,00E+11",1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,30.0
2001,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens e Interação",39401650674-2,"1,02E+11",1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,35.0
2002,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,39401642010-7,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Mestrado/Doutorado,Bancos de Dados,39401635431-6,"1,03E+11",1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,34.0
2004,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401639971-0,"1,01E+11",0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,27.0
2005,Mestrado/Doutorado,Computação Heurística,39401665361-0,"1,03E+11",2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,30.0
2006,Mestrado/Doutorado,Banco de Dados e Engenharia de Software,39401670654-7,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Mestrado/Doutorado,Engenharia de Software,39401662012-8,"1,01E+11",0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,22.0
2008,Autoavaliação,,39402663349-4,"1,02E+11",0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,21.0
