,NÚMERO DE INSCRIÇÃO,NUM,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
2216,39401649758,"1,00901E+11",Presente,E,A,C,C,B,C,D,C,E,A,E,E,D,B,C,E,B,E,B,C,B,A,D,B,A,A,D,B,C,A,A,D,C,C,B,B,E,C,B,C,B,E,B,C,A,B,E,E,E,B,C,D,D,A,B,B,B,D,E,D,E,A,D,C,E,C,A,D,B,C
2217,39401642485,"1,05002E+11",Presente,B,B,B,B,B,B,B,B,B,B,B,E,B,B,B,B,B,B,B,B,E,A,D,E,A,B,A,C,B,B,B,B,B,C,B,B,B,B,B,B,B,E,B,E,B,B,D,B,B,B,D,A,B,A,B,C,D,B,C,A,B,B,B,E,E,B,E,B,B,D
2218,39401673013,"1,01701E+11",Presente,E,C,C,C,C,C,C,C,C,C,C,E,D,E,C,C,C,B,B,C,E,A,B,C,A,C,E,C,D,C,B,C,B,A,D,C,B,B,D,E,C,E,C,C,E,C,C,C,C,B,C,A,A,C,C,A,C,C,C,E,C,C,C,A,E,C,C,A,C,A
2219,39401668609,"1,01502E+11",Presente,E,D,A,C,D,D,D,D,C,C,A,E,D,D,B,D,B,E,B,D,E,B,B,E,A,A,D,A,C,C,B,A,D,D,D,A,A,D,D,D,D,D,B,D,B,A,D,D,D,B,D,D,A,D,D,D,D,D,E,D,D,A,D,A,E,C,D,B,B,C
2220,39401647885,"1,00601E+11",Presente,E,A,D,E,C,B,E,B,D,C,A,E,C,B,B,A,B,A,B,A,A,B,E,E,A,A,B,B,C,D,B,E,C,D,B,A,A,B,D,D,E,C,A,C,B,C,A,E,D,B,C,B,C,C,D,C,D,C,E,A,C,A,D,A,E,C,A,B,A,D
2221,39402640723,"1,054E+11",Presente,E,A,D,E,D,D,C,E,A,B,A,E,*,C,B,D,A,E,B,D,B,A,C,B,A,D,A,D,E,E,B,A,E,E,D,A,A,D,E,E,A,C,A,D,A,A,B,E,D,E,B,D,D,A,E,A,E,D,E,A,C,A,C,A,A,C,B,E,E,D
2223,39401671710,"1,01502E+11",Presente,A,A,C,D,C,C,C,B,C,D,D,E,C,B,A,D,B,B,D,C,B,B,C,A,A,D,A,B,C,A,B,D,C,E,D,B,E,C,E,E,A,B,A,E,C,E,D,B,E,D,E,B,A,A,D,B,D,C,D,A,B,E,C,E,E,C,B,C,A,D
2224,39402650826,"1,04601E+11",Presente,E,A,A,E,C,A,D,D,E,C,A,E,D,D,D,D,C,E,B,B,B,A,C,B,A,D,E,A,E,C,C,C,C,C,D,A,A,B,D,B,A,A,E,A,B,C,C,E,A,B,D,D,C,A,E,C,E,D,E,D,B,A,A,A,D,C,A,B,B,A
2226,39401659682,"1,04101E+11",Presente,E,A,C,D,A,A,C,E,E,C,A,E,D,E,D,D,C,E,B,B,A,A,E,E,A,D,A,C,D,D,B,A,B,C,E,B,A,B,D,E,A,B,A,C,B,A,C,E,B,D,D,A,D,B,B,C,E,D,C,A,D,E,A,A,E,C,C,C,A,D
2227,39401659856,"1,004E+11",Presente,E,A,D,A,E,B,B,D,A,D,E,E,E,A,D,D,B,D,B,B,E,A,D,E,A,D,C,A,C,D,B,A,D,E,C,A,A,E,D,D,C,A,D,C,C,C,D,B,D,C,B,A,D,C,B,C,E,D,A,C,C,A,B,A,D,C,D,E,B,D
2229,39401682702,"1,013E+11",Presente,C,E,D,B,E,D,D,B,B,C,E,E,D,D,C,D,B,C,B,B,A,D,B,E,C,C,C,A,A,C,A,D,D,C,E,A,A,D,B,D,E,E,C,B,D,E,A,C,C,D,C,D,C,C,B,B,D,B,E,C,B,A,B,B,E,C,B,E,B,D
2230,39402648274,"1,02002E+11",Presente,E,A,B,D,C,A,D,B,A,A,D,E,C,C,D,B,B,E,B,A,A,B,E,E,A,D,D,C,D,A,A,A,B,D,E,A,A,C,D,E,A,E,A,C,B,E,B,A,E,C,D,D,A,A,B,C,E,D,E,D,D,D,C,A,D,C,A,C,B,A
2232,39401657660,"1,02002E+11",Presente,B,B,C,D,C,C,C,C,E,C,C,E,C,C,B,C,B,D,D,C,A,C,D,B,A,C,C,C,E,E,B,C,D,C,D,E,E,A,A,B,B,B,B,C,A,C,A,B,B,B,E,D,C,A,D,C,C,D,C,A,C,E,A,A,D,C,A,A,A,D
2233,39401672192,"1,04101E+11",Presente,B,A,E,C,B,B,B,C,C,A,C,E,E,C,C,D,B,D,B,A,E,B,E,E,A,E,A,A,E,C,B,D,B,E,A,A,D,B,D,C,A,C,E,C,B,B,E,A,D,B,B,A,A,C,E,C,D,A,B,C,D,A,B,A,D,B,A,C,C,D
2234,39401644035,"1,021E+11",Presente,B,A,A,E,A,A,A,C,E,D,D,E,A,A,C,A,D,E,D,E,D,A,D,D,A,D,A,C,A,E,B,A,E,B,A,A,E,A,B,A,A,C,B,C,C,A,C,D,B,B,C,E,A,B,A,C,A,D,E,B,A,A,A,A,E,C,B,B,A,C
2235,39401640665,"1,05101E+11",Presente,E,A,C,D,A,A,C,B,E,C,E,E,D,B,B,D,B,E,B,B,B,B,E,E,A,E,A,B,D,C,B,A,C,C,C,C,A,A,D,D,E,E,A,E,C,C,E,E,E,B,E,A,E,A,E,C,C,E,C,C,A,A,A,A,E,E,B,C,E,D
2236,39401672703,"1,03703E+11",Presente,E,A,D,E,E,A,C,E,C,C,A,E,C,A,E,D,B,E,B,B,A,A,A,E,A,D,A,C,D,C,B,A,B,C,E,A,A,C,D,E,A,B,B,C,E,C,B,C,B,D,C,A,B,A,B,C,E,D,E,C,D,A,A,A,E,C,A,C,B,A
2237,39401662828,"1,00901E+11",Presente,E,B,C,B,D,B,C,E,B,E,D,E,B,D,C,D,B,E,B,D,B,C,B,A,A,D,A,C,D,D,B,D,D,C,D,C,A,A,D,B,B,C,C,C,E,E,B,C,D,B,D,D,A,A,B,C,D,D,A,A,D,A,C,A,D,C,C,D,A,B
2239,39401639932,"1,04601E+11",Presente,E,A,C,D,D,C,C,E,C,C,A,E,D,B,A,D,B,E,B,C,B,B,E,E,A,A,D,C,C,E,B,D,B,C,E,A,A,C,E,A,C,A,B,E,C,B,E,D,D,D,E,D,D,A,E,B,D,D,E,A,A,A,B,E,E,C,B,D,B,D
2242,39401660521,"1,004E+11",Presente,E,A,E,D,E,B,C,B,D,C,C,E,D,B,C,E,B,E,B,B,A,B,E,A,B,C,D,C,C,E,B,A,D,E,D,A,D,B,D,E,C,B,A,D,B,C,B,E,B,D,D,A,C,A,D,E,B,D,E,A,D,A,A,A,E,C,C,C,B,D
2244,39401646170,"1,01502E+11",Presente,E,A,B,C,A,A,D,E,A,B,C,E,D,E,D,D,B,E,B,A,E,B,C,C,A,D,E,C,A,B,C,C,B,D,E,A,B,C,D,C,D,E,A,B,C,D,E,E,A,E,B,A,C,A,D,C,E,A,C,C,D,A,B,A,E,C,B,C,A,A
2245,39401646390,"1,03703E+11",Presente,E,A,C,B,A,A,E,A,D,C,D,E,B,C,C,D,B,E,E,B,B,C,C,B,A,D,B,D,A,C,B,C,B,E,D,E,E,B,D,B,A,A,D,C,C,A,B,E,A,D,E,E,C,A,B,C,B,D,A,A,A,A,A,A,E,B,A,B,A,D
2246,39401669164,"1,00502E+11",Presente,D,D,D,D,D,D,D,D,D,D,C,E,B,D,C,E,D,D,B,B,B,B,E,E,A,C,C,A,D,D,B,D,B,A,D,B,C,C,E,E,A,A,C,C,D,C,B,E,A,D,E,B,C,E,B,E,D,C,E,E,B,D,A,A,D,B,B,E,B,D
2247,39401668112,"1,00901E+11",Presente,E,A,C,B,C,A,C,B,D,B,E,E,C,B,B,D,E,B,B,C,A,B,E,E,A,A,E,C,D,D,B,A,B,E,D,A,A,C,D,B,A,C,A,C,B,B,D,C,B,C,D,A,A,A,B,A,C,C,C,A,C,A,D,A,E,C,A,A,C,A
2248,39401641413,"1,034E+11",Presente,C,A,E,D,B,A,C,D,D,D,C,E,D,C,B,D,B,E,D,D,B,A,B,E,A,D,A,C,A,E,B,C,A,*,C,A,A,D,D,C,A,C,D,C,B,B,C,E,A,B,C,B,D,A,A,E,D,E,E,B,D,A,C,A,A,C,A,C,B,D
2249,39401661521,"1,01801E+11",Presente,C,C,C,C,A,A,A,C,C,C,D,E,E,C,A,D,E,E,B,C,A,A,E,E,B,D,A,C,D,C,B,A,B,C,C,A,A,C,D,C,C,C,D,E,D,A,C,C,E,D,C,A,A,B,D,C,B,D,C,A,D,A,C,A,E,C,A,C,B,A
2251,39401635706,"1,02002E+11",Presente,B,A,C,C,A,A,C,C,E,C,A,E,D,D,D,D,B,E,B,B,A,B,E,E,A,D,A,C,C,E,B,A,A,E,E,A,A,B,D,E,A,C,C,E,B,C,A,E,A,B,E,E,A,A,C,A,D,D,C,A,D,E,D,A,D,B,A,E,B,D
2253,39401658373,"1,04101E+11",Presente,E,A,B,E,D,B,B,A,D,C,E,E,C,A,D,D,B,E,B,B,A,B,A,E,A,D,,C,D,E,B,A,D,C,A,A,A,C,E,D,C,B,D,D,C,E,A,D,B,B,E,A,C,B,D,C,E,D,E,A,C,A,D,A,E,B,C,E,B,D
2254,39401645724,"1,05301E+11",Presente,B,D,E,C,D,B,C,E,B,C,E,E,A,C,B,E,E,A,C,D,C,B,B,E,E,E,B,D,D,B,B,B,B,A,B,E,C,B,A,D,C,E,A,B,D,C,A,E,B,B,C,D,A,B,E,C,B,D,A,B,D,E,A,C,D,C,E,B,B,D
2255,39401671056,"1,054E+11",Presente,B,D,D,B,A,C,E,C,C,C,E,E,E,C,A,E,B,A,C,C,D,E,C,E,C,E,D,A,C,C,C,D,D,B,D,E,D,C,D,E,C,C,E,E,C,C,B,D,B,D,C,A,C,C,D,C,E,D,D,A,B,A,E,C,A,A,A,B,B,*
2256,39401672305,"1,025E+11",Presente,E,A,C,B,D,A,B,A,D,C,B,E,C,C,B,D,B,C,B,A,E,B,E,E,A,D,E,C,D,E,B,A,C,C,B,A,D,C,D,C,B,B,E,C,E,C,D,E,C,B,B,B,C,A,E,A,B,E,C,D,D,A,B,B,D,D,C,C,D,A
2258,39401659588,"1,05301E+11",Presente,E,D,D,D,D,D,B,D,A,A,E,D,C,D,B,C,D,E,B,D,B,A,E,E,A,D,D,C,A,C,B,A,B,E,D,C,A,B,D,D,C,C,D,C,D,C,D,E,B,D,E,D,D,A,C,D,D,D,D,D,D,A,A,A,E,C,A,C,B,D
2259,39402640256,"1,05002E+11",Presente,E,B,C,E,A,B,B,D,E,C,E,E,D,A,B,B,B,E,B,C,*,A,E,E,A,D,B,C,C,A,A,E,D,D,D,D,A,B,B,B,B,C,C,A,A,A,A,A,C,B,E,A,D,D,D,C,B,B,E,D,A,E,D,D,D,C,A,B,B,D
2260,39402673777,"1,01502E+11",Presente,E,A,B,C,A,B,C,E,D,A,E,E,C,A,B,C,B,C,B,A,A,A,C,B,A,A,A,C,B,C,B,A,B,E,D,C,A,C,D,E,A,B,B,D,E,C,E,A,C,E,B,B,A,C,B,C,C,D,C,B,D,A,C,A,A,C,A,C,B,D
2261,39401664601,"1,043E+11",Presente,A,B,D,C,C,A,D,A,C,D,A,C,B,D,C,C,D,D,A,A,C,A,B,A,A,C,D,A,A,C,B,A,B,B,D,B,C,E,E,E,A,C,C,B,B,E,A,C,D,C,A,D,A,B,A,A,D,C,A,A,C,A,A,A,A,B,A,B,B,D
2262,39401671013,"1,00502E+11",Presente,E,A,D,B,A,C,C,C,D,C,D,A,D,C,D,A,C,C,A,D,A,E,B,B,A,C,C,C,D,C,B,A,C,D,A,B,D,D,A,D,E,A,D,B,A,C,C,E,C,C,C,D,C,C,A,E,D,C,C,D,C,D,A,A,D,B,C,D,C,D
2263,39401641116,"1,013E+11",Presente,A,C,E,D,C,A,E,D,D,A,B,E,B,C,D,B,E,A,B,D,B,D,A,E,A,C,C,C,D,C,A,D,A,D,E,C,A,*,E,E,C,E,C,B,E,B,A,B,A,D,C,D,A,A,B,E,A,B,D,D,C,A,E,B,E,A,A,C,A,D
2264,39401640032,"1,01702E+11",Presente,E,A,B,E,B,A,C,C,A,C,D,E,D,B,C,A,A,E,B,B,A,B,D,B,A,D,C,C,A,C,B,A,B,C,D,A,A,B,D,D,A,E,E,C,D,A,C,C,B,D,C,E,A,A,C,C,A,B,A,A,D,A,C,A,E,C,A,D,A,D
2265,39401672116,"1,00502E+11",Presente,B,A,A,A,C,B,B,B,D,C,C,A,D,B,C,B,A,A,A,D,A,B,B,E,A,C,A,A,A,C,B,D,B,A,E,E,D,C,D,A,E,B,E,A,C,E,E,C,B,C,C,A,A,A,B,C,E,A,C,E,E,A,C,B,A,B,D,B,A,C
2267,39401672754,"1,00502E+11",Presente,E,A,B,D,C,A,D,C,C,B,E,E,D,A,E,D,A,D,B,C,E,A,B,E,A,A,C,C,E,C,A,D,B,B,C,A,A,B,D,D,A,E,C,D,B,C,A,E,B,B,D,D,A,A,D,A,B,C,D,D,A,E,C,C,E,D,A,C,A,D
2268,39401640759,"1,05002E+11",Presente,B,A,A,C,D,A,C,B,C,A,A,E,D,B,A,B,B,E,B,D,B,D,E,E,A,D,A,C,B,A,B,A,D,E,E,A,A,A,D,E,B,B,D,A,D,C,D,E,E,E,C,B,D,A,B,C,D,A,C,D,D,A,A,A,D,C,A,C,C,C
2269,39401682851,"1,004E+11",Presente,E,A,D,C,D,B,B,D,E,D,B,E,E,D,B,B,D,E,C,C,A,C,E,A,A,C,B,C,E,D,B,C,B,D,C,A,A,B,E,E,C,C,D,A,B,A,C,E,D,D,A,B,A,A,E,A,E,B,C,B,D,A,C,A,E,C,A,D,B,D
2270,39401681427,"1,01702E+11",Presente,E,A,B,D,A,A,B,E,C,C,E,E,D,D,D,E,C,E,B,B,A,A,B,E,A,D,E,C,B,C,B,A,B,E,C,A,E,B,D,B,A,B,A,C,B,E,A,E,C,B,C,A,C,A,B,C,D,E,E,D,D,A,C,A,E,C,A,E,B,D
2272,39401639142,"1,02801E+11",Presente,E,B,A,E,D,A,C,D,D,C,A,E,B,B,B,D,B,D,B,C,B,A,C,B,A,A,B,C,E,A,B,A,B,C,B,A,A,B,D,C,B,B,E,B,E,B,C,E,A,D,E,D,C,A,C,C,A,D,C,A,D,A,E,A,E,C,B,E,C,A
2273,39401669484,"1,05301E+11",Presente,E,C,D,A,C,B,C,A,A,E,E,E,B,C,C,B,D,E,B,C,B,A,E,E,A,D,C,C,B,A,B,A,A,D,E,A,A,B,D,C,E,C,B,D,A,C,E,E,B,B,A,D,C,A,C,C,E,A,A,D,B,A,D,E,E,C,A,B,D,D
2274,39401663183,"1,01702E+11",Presente,B,A,C,E,C,C,C,C,E,D,B,E,B,C,C,C,B,E,C,C,C,B,C,E,A,D,D,C,A,E,B,D,B,A,D,E,E,B,C,C,C,C,D,D,B,D,D,A,D,D,D,A,D,C,D,C,D,D,D,A,D,A,A,A,C,C,C,C,C,C
2275,39401663137,"1,003E+11",Presente,E,A,E,E,B,A,B,D,E,E,A,E,E,C,B,D,E,B,B,B,B,D,E,E,A,C,E,A,E,C,B,E,D,C,E,C,A,C,D,B,C,B,D,E,B,E,A,E,E,E,C,A,B,C,E,C,D,B,E,A,D,A,C,A,D,C,C,B,B,C
2276,39401673143,"1,01702E+11",Presente,E,A,C,E,A,A,C,D,E,C,D,E,C,E,E,B,E,E,B,B,E,A,D,E,B,D,A,C,E,E,B,B,B,E,D,A,A,B,D,E,A,E,A,C,B,C,B,E,D,B,E,E,A,A,B,C,D,D,E,A,D,A,A,A,E,C,E,B,B,C
2277,39401636323,"1,01702E+11",Presente,E,A,C,B,A,B,C,E,A,A,D,E,E,A,A,C,A,B,B,E,E,A,B,E,A,E,A,C,D,C,B,D,B,C,E,B,A,C,D,D,E,E,E,B,E,B,D,D,A,B,A,A,D,A,E,C,B,D,D,A,D,A,A,A,E,C,A,E,B,B
2278,39401677454,"1,004E+11",Presente,C,A,B,E,C,A,B,D,E,D,D,E,D,C,B,B,C,E,B,B,A,A,D,A,A,D,B,C,B,C,B,A,C,D,E,B,B,B,D,A,C,E,C,B,C,B,C,E,C,E,E,D,C,A,E,C,D,C,B,D,B,D,C,B,A,C,C,E,C,C
2280,39401672809,"1,023E+11",Presente,E,C,C,B,D,D,D,C,C,C,C,E,A,A,A,B,A,E,A,A,A,C,B,E,A,B,C,C,E,E,A,E,B,D,E,A,A,B,E,C,A,B,A,C,A,A,C,E,E,B,A,A,D,D,C,E,C,B,B,A,A,A,C,A,D,C,B,B,E,C
2281,39402672384,"1,052E+11",Presente,E,A,A,C,E,B,D,D,E,B,D,E,D,B,B,B,D,A,B,E,E,B,E,D,A,B,C,C,C,D,B,D,B,E,C,A,A,A,D,D,A,E,B,C,A,D,B,D,D,C,D,E,D,A,A,E,B,A,D,A,E,A,C,C,E,C,C,E,B,B
2282,39401640114,"1,05002E+11",Presente,B,B,C,D,B,C,C,B,D,C,C,E,B,C,A,D,C,C,D,A,D,C,D,B,A,D,C,C,C,A,A,A,E,D,C,A,A,C,E,C,A,A,D,E,B,A,A,E,B,A,D,D,B,A,D,C,B,E,E,A,C,E,D,A,E,A,A,E,B,D
2283,39401664490,"1,003E+11",Presente,E,A,B,C,B,E,C,B,E,C,B,E,B,C,B,C,C,D,B,B,A,B,A,B,A,D,C,C,D,E,B,B,D,C,E,E,A,B,D,A,A,B,E,C,A,C,C,E,D,B,E,C,C,E,D,C,D,B,C,D,D,A,B,B,B,C,D,B,D,C
2284,39401669791,"1,002E+11",Presente,C,B,C,D,E,A,E,B,E,C,C,E,C,C,B,C,E,E,B,D,B,B,C,A,A,E,A,C,E,D,B,A,C,D,B,B,A,B,E,E,C,C,E,C,C,C,B,B,A,A,E,D,B,B,D,A,A,A,A,A,C,A,C,E,A,C,C,A,E,B
2285,39401682971,"1,04904E+11",Presente,E,C,B,D,A,A,D,D,D,D,D,E,B,B,B,B,E,E,D,B,B,C,A,E,A,D,B,C,D,C,A,D,E,C,E,A,A,B,A,C,A,E,E,C,E,A,A,D,A,B,C,A,C,A,D,E,B,D,C,E,D,A,A,A,D,B,A,B,B,A
2286,39401668759,"1,01101E+11",Presente,B,B,C,B,A,B,A,C,C,B,A,E,D,D,B,B,A,C,B,E,B,A,B,A,C,D,E,C,D,C,B,A,B,E,D,E,E,B,D,A,C,B,B,D,C,C,A,C,B,D,B,B,E,A,D,C,B,D,D,A,E,A,A,D,E,B,A,B,E,E
2288,39401667235,"1,01801E+11",Presente,A,C,D,C,D,A,C,D,E,D,E,E,C,C,C,B,B,E,B,E,E,A,E,E,C,D,A,C,B,C,*,C,B,E,E,C,A,C,D,A,E,B,D,C,A,C,B,C,C,B,E,D,A,C,B,A,E,D,E,D,E,A,C,A,E,C,A,D,B,D
2290,39401638942,"1,04101E+11",Presente,A,A,B,B,A,A,D,E,*,C,A,E,B,C,A,D,B,A,B,D,A,B,E,E,A,D,D,C,E,C,C,B,D,C,E,A,A,B,D,E,D,E,C,C,D,C,A,C,A,B,E,D,C,A,B,A,D,D,C,E,B,A,B,A,D,E,A,D,B,D
2292,39401684363,"1,047E+11",Presente,E,A,C,B,A,A,C,C,C,C,E,E,D,B,A,D,D,E,B,B,A,B,C,B,A,A,A,C,D,C,D,A,B,E,D,A,A,C,D,C,A,C,A,C,E,C,D,E,D,B,D,B,A,A,B,C,B,D,E,A,B,A,C,A,E,C,E,B,B,D
2293,39401650473,"1,003E+11",Presente,E,A,,,A,B,E,,E,,A,E,,,A,D,,E,B,,A,,A,E,A,A,D,C,B,,E,A,,E,,B,A,C,E,C,B,B,D,C,B,D,D,D,A,B,E,D,C,C,B,A,C,D,D,D,E,E,,,,,,,,
2294,39401638430,"1,04904E+11",Presente,B,D,B,E,D,E,B,A,A,C,E,E,C,A,E,E,B,A,B,A,B,A,E,B,A,A,D,C,A,A,B,D,C,E,A,A,A,B,E,D,C,B,B,C,D,B,B,D,D,B,B,D,A,C,C,C,A,D,C,D,D,A,A,A,D,C,B,B,B,C
2295,39401670657,"1,043E+11",Presente,B,C,C,C,C,A,D,D,D,C,C,E,A,D,D,B,D,D,A,C,B,D,D,B,A,D,A,A,D,E,A,D,B,E,D,A,D,D,D,E,A,C,D,E,A,D,D,A,A,D,C,B,C,A,A,C,D,D,E,D,D,A,A,A,D,C,D,D,B,C
2296,39401660187,"1,003E+11",Presente,A,A,C,D,B,B,B,B,C,C,A,B,D,D,B,D,E,E,A,B,B,B,E,E,A,D,B,C,B,D,B,A,D,E,C,A,A,C,E,D,C,C,B,A,A,D,E,C,B,B,E,A,A,A,A,B,B,C,A,A,D,D,D,E,A,C,C,D,D,A
2298,39402640184,"1,01E+11",Presente,A,E,C,E,A,E,E,E,E,E,E,E,D,E,C,B,B,E,B,D,A,D,C,B,A,A,A,C,A,E,A,A,B,A,E,A,A,B,E,E,E,E,E,A,C,E,E,A,B,D,E,E,E,A,B,C,E,E,D,C,E,A,E,A,E,E,C,E,B,E
2299,39401673645,"1,00502E+11",Presente,E,C,E,C,C,B,A,D,B,E,B,E,A,D,C,C,D,B,B,E,A,B,D,B,D,C,D,C,E,C,B,A,D,C,D,B,E,C,D,D,B,A,B,C,C,A,B,D,E,B,C,D,A,A,B,B,D,C,E,B,E,A,B,A,C,A,B,C,D,C
2300,39401635068,"1,02801E+11",Presente,E,A,C,C,C,B,C,B,E,A,B,E,C,A,D,E,C,D,B,D,E,*,E,E,A,D,B,C,B,C,B,C,D,C,A,A,C,B,A,C,B,E,D,C,B,D,A,A,A,D,D,A,E,A,B,C,B,C,D,C,D,D,A,A,E,C,B,D,A,E
2302,39401668246,"1,027E+11",Presente,E,C,E,C,D,B,C,D,D,C,E,E,D,E,C,D,E,A,B,C,B,E,E,A,D,E,B,C,D,C,B,B,B,B,E,C,D,C,B,D,D,C,B,C,B,E,C,E,D,D,E,A,B,A,D,C,B,D,B,D,E,B,D,A,E,D,A,C,B,E
2303,39401642649,"1,00502E+11",Presente,D,A,D,C,C,D,A,E,E,B,C,E,A,C,C,D,E,A,A,A,A,B,A,E,B,B,E,A,A,E,D,C,C,C,D,C,B,A,C,D,A,D,B,D,B,E,A,D,D,B,C,E,C,B,E,B,D,C,A,B,C,A,A,C,E,D,A,C,B,E
2304,39401641576,"1,00502E+11",Presente,C,B,C,D,E,D,A,B,E,A,A,B,C,B,B,E,C,D,A,E,E,C,C,B,E,B,B,D,E,E,A,B,D,E,D,E,C,D,A,C,D,E,B,D,E,A,E,E,A,C,C,C,D,B,A,C,E,E,D,C,E,A,D,A,B,D,E,D,D,B
2305,39401668447,"1,05002E+11",Presente,E,A,C,D,B,E,D,B,B,C,B,E,C,D,B,D,C,E,B,A,E,A,C,B,A,A,D,C,B,C,A,C,B,D,C,A,A,A,D,E,A,C,B,C,E,C,C,E,B,C,C,D,B,A,D,C,A,D,B,A,D,A,A,A,D,C,A,C,B,C
2306,39401638251,"1,05002E+11",Presente,E,A,B,C,E,C,C,B,C,B,E,E,B,C,B,D,C,A,B,C,B,A,D,B,A,D,D,C,E,C,A,A,E,B,D,A,D,D,D,C,A,E,D,B,B,A,E,A,C,B,C,D,A,E,C,C,E,D,C,A,A,A,D,E,E,C,A,D,B,D
2307,39401658830,"1,00502E+11",Presente,B,A,A,B,A,A,A,A,A,B,A,C,A,A,C,A,B,A,B,A,A,B,B,E,A,C,D,A,B,A,B,D,B,B,E,A,A,B,B,B,A,E,B,A,B,E,A,E,C,B,D,B,A,A,E,C,D,C,C,C,A,A,A,A,C,A,B,D,A,D
2308,39401641409,"1,02002E+11",Presente,E,A,B,B,C,A,D,D,D,B,A,E,B,B,D,D,B,E,B,A,A,D,E,B,A,D,A,C,D,C,B,C,B,E,C,A,A,B,D,E,A,D,A,C,E,C,A,E,B,B,D,A,D,A,C,A,B,E,E,C,C,A,D,A,E,C,A,C,B,D
2310,39401651477,"1,03E+11",Presente,E,A,E,B,B,A,B,D,C,D,C,E,C,A,A,D,B,E,B,B,A,B,C,B,A,D,E,C,C,A,B,A,B,C,C,A,A,B,D,E,B,A,B,E,D,C,B,C,B,C,A,B,A,A,B,C,E,B,C,A,D,A,C,A,E,C,A,C,B,C
2311,39401636450,"1,05002E+11",Presente,E,A,B,B,A,A,B,B,C,A,E,E,C,B,B,D,B,E,B,D,B,A,E,B,A,C,E,C,D,D,B,C,A,D,E,A,B,C,D,B,A,E,A,B,E,C,A,C,A,D,D,E,A,A,E,E,A,D,D,A,D,A,C,A,D,C,D,C,C,D
2312,39401653520,"1,05101E+11",Presente,E,B,C,C,A,B,B,D,D,A,A,A,C,A,D,E,E,D,B,A,A,A,B,E,A,D,A,C,E,E,B,D,B,B,C,B,B,C,E,C,D,B,A,A,B,B,E,E,C,E,C,B,C,A,A,E,D,C,C,D,A,A,A,A,E,A,B,B,B,D
2313,39401641279,"1,013E+11",Presente,E,A,C,D,A,E,C,D,E,C,C,B,E,B,D,A,A,E,D,B,B,E,B,E,A,A,E,D,A,D,B,A,E,B,D,A,A,B,D,C,B,C,A,C,B,E,B,E,A,D,B,D,A,A,E,C,A,D,E,C,D,E,C,A,D,C,A,A,A,C
2314,39401639110,"1,033E+11",Presente,E,B,C,E,B,B,C,B,A,C,C,E,C,E,B,D,C,D,E,D,A,A,C,B,B,D,B,C,D,A,B,A,E,C,B,E,A,B,E,D,D,E,D,D,B,C,C,E,A,B,A,B,C,A,A,C,A,E,E,A,D,A,B,E,E,C,A,A,B,D
2315,39401684584,"1,04E+11",Presente,A,B,C,B,B,C,A,D,C,D,B,E,B,B,C,A,B,B,D,C,D,B,C,B,C,D,D,B,E,A,B,D,E,B,E,A,C,D,E,E,A,E,A,C,A,E,A,D,B,C,A,D,A,D,D,C,B,A,D,C,E,A,A,A,D,A,A,B,A,D
2316,39401672907,"1,04501E+11",Presente,E,A,C,A,C,B,C,D,A,A,A,E,D,C,D,D,D,E,B,A,A,B,E,E,B,D,B,C,D,C,B,C,E,C,E,A,A,A,D,E,B,C,A,D,A,C,E,C,B,C,E,A,A,A,B,B,A,D,D,A,A,A,C,A,E,C,C,C,B,A
2317,39401641486,"1,025E+11",Presente,B,B,D,C,E,B,C,E,A,E,E,E,B,C,A,D,D,E,D,C,A,B,C,A,D,C,A,C,E,C,B,A,D,E,C,A,A,C,B,E,B,B,A,C,E,E,C,E,C,D,E,A,C,C,D,C,B,C,E,A,D,E,C,C,D,C,C,B,B,C
2318,39402671883,"1,01702E+11",Presente,E,D,E,C,C,A,E,B,E,C,B,E,D,A,B,B,B,A,B,D,E,B,E,E,A,D,D,C,C,C,B,A,D,C,D,B,A,A,D,B,E,B,D,C,B,C,B,D,E,B,C,D,A,A,E,C,A,D,E,A,D,A,B,A,E,B,A,E,B,D
2319,39401673642,"1,00502E+11",Presente,E,A,C,C,A,B,C,B,E,A,D,E,C,E,D,D,B,A,B,C,B,B,B,E,A,A,D,A,E,A,B,A,B,E,D,A,A,B,E,E,A,E,A,D,D,C,A,E,C,D,C,A,D,A,E,C,B,D,E,B,D,A,A,A,E,C,C,C,A,D
2320,39401667433,"1,00601E+11",Presente,E,A,B,E,B,B,B,E,A,A,C,E,E,A,A,B,B,E,B,D,A,A,D,A,A,D,A,C,B,D,B,A,B,C,D,A,C,B,D,A,A,C,A,C,B,D,D,E,A,B,C,D,A,A,C,D,C,D,E,D,A,A,C,A,D,B,C,E,B,A
2321,39402666961,"1,025E+11",Presente,E,A,D,C,D,A,C,B,C,D,C,E,C,A,C,C,B,A,B,E,A,D,C,B,A,E,D,A,D,C,B,A,D,E,D,A,A,A,D,C,E,E,A,B,A,C,D,D,D,E,C,B,C,A,D,C,E,D,E,E,D,E,B,A,D,C,A,D,B,C
