SEXO,ESTADO,ESPECIALIDADE,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,IDADE,matematica,fund_computacao,tec_computacao,total,REGIAO
M,PA,inteligência artificial,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,23,6.0,12.0,13.0,31.0,norte
F,MG,inteligência artificial,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,24,6.0,13.0,9.0,28.0,sudeste
F,PA,engenharia de software,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,23,6.0,5.0,9.0,20.0,norte
M,BA,banco de dados,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,22,9.0,17.0,9.0,35.0,nordeste
M,CE,sistemas de informação,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,22,5.0,11.0,8.0,24.0,nordeste
M,CE,sistemas de computação,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,22,7.0,11.0,9.0,27.0,nordeste
M,MG,engenharia de software,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,23,5.0,14.0,9.0,28.0,sudeste
M,PB,sistemas de informação,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,26,7.0,12.0,12.0,31.0,nordeste
M,SP,aprendizado de máquina,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,22,4.0,11.0,5.0,20.0,sudeste
M,MG,sistemas de computação,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,32,6.0,11.0,10.0,27.0,sudeste
M,MA,sistemas de computação,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,31,5.0,12.0,9.0,26.0,nordeste
M,MG,sistemas de computação,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,37,15.0,18.0,16.0,49.0,sudeste
M,CE,inteligência artificial,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,22,9.0,11.0,10.0,30.0,nordeste
M,PA,sistemas de informação,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,42,3.0,8.0,10.0,21.0,norte
M,PI,sistemas de computação,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,35,4.0,12.0,5.0,21.0,nordeste
M,SC,inteligência artificial,0.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,24,10.0,16.0,13.0,39.0,sul
M,MG,banco de dados,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,23,5.0,9.0,9.0,23.0,sudeste
M,MG,metodologias e técnicas de computação,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,22,9.0,13.0,8.0,30.0,sudeste
M,CE,sistemas de computação,1.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,26,9.0,15.0,10.0,34.0,nordeste
M,PA,redes de computadores,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,23,7.0,17.0,10.0,34.0,norte
F,SE,inteligência artificial,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,22,4.0,13.0,9.0,26.0,nordeste
F,PR,inteligência artificial,0.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,25,12.0,10.0,7.0,29.0,sul
M,GO,sistemas de computação,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,31,4.0,7.0,7.0,18.0,centro_oeste
M,PA,sistemas embarcados,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,31,7.0,10.0,10.0,27.0,norte
M,RS,inteligência artificial,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,33,5.0,10.0,11.0,26.0,sul
M,ES,sistemas de computação,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,24,3.0,10.0,8.0,21.0,sudeste
M,PR,sistemas de informação,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,40,4.0,9.0,7.0,20.0,sul
M,SC,sistemas de computação,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,33,7.0,10.0,12.0,29.0,sul
M,CE,sistemas de computação,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,24,8.0,13.0,9.0,30.0,nordeste
M,MG,inteligência artificial,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,23,12.0,15.0,9.0,36.0,sudeste
M,MG,inteligência artificial,1.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,25,11.0,14.0,11.0,36.0,sudeste
M,SC,banco de dados,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,44,3.0,7.0,11.0,21.0,sul
M,SP,computação aplicada,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,27,12.0,19.0,15.0,46.0,sudeste
M,RJ,inteligência artificial,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,25,16.0,17.0,10.0,43.0,sudeste
M,RS,sistemas embarcados,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,38,4.0,7.0,10.0,21.0,sul
M,MS,engenharia de software,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,30,6.0,10.0,8.0,24.0,centro_oeste
M,ES,inteligência artificial,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26,5.0,10.0,7.0,22.0,sudeste
M,TO,sistemas de computação,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,20,8.0,15.0,12.0,35.0,norte
M,RN,inteligência artificial,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,25,5.0,14.0,5.0,24.0,nordeste
M,PR,sistemas de informação,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,37,6.0,13.0,8.0,27.0,sul
M,RJ,inteligência artificial,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,42,9.0,14.0,11.0,34.0,sudeste
M,RS,engenharia de software,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26,6.0,6.0,7.0,19.0,sul
M,MG,visão computacional,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,22,15.0,15.0,11.0,41.0,sudeste
M,MG,inteligência artificial,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,33,7.0,9.0,12.0,28.0,sudeste
M,PR,inteligência artificial,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,29,8.0,10.0,12.0,30.0,sul
F,MG,banco de dados,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,30,6.0,11.0,9.0,26.0,sudeste
F,PR,redes de computadores,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,28,8.0,12.0,8.0,28.0,sul
F,SP,banco de dados,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,25,3.0,9.0,5.0,17.0,sudeste
F,PR,redes de computadores,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,23,10.0,14.0,12.0,36.0,sul
M,SE,engenharia de software,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,27,7.0,13.0,8.0,28.0,nordeste
M,RS,engenharia de software,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,25,7.0,10.0,7.0,24.0,sul
M,PI,sistemas de computação,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,24,11.0,15.0,11.0,37.0,nordeste
M,SP,computação aplicada,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,23,8.0,11.0,7.0,26.0,sudeste
M,RJ,sistemas de computação,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,50,5.0,8.0,4.0,17.0,sudeste
M,PA,engenharia de software,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,31,8.0,12.0,10.0,30.0,norte
M,AM,visão computacional,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,21,3.0,10.0,12.0,25.0,norte
M,PA,sistemas de informação,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,40,3.0,6.0,8.0,17.0,norte
M,MT,engenharia de software,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,24,6.0,12.0,6.0,24.0,centro_oeste
M,PB,engenharia de software,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,26,7.0,10.0,8.0,25.0,nordeste
M,AC,banco de dados,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,24,3.0,13.0,6.0,22.0,norte
M,SP,computação aplicada,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,21,14.0,16.0,10.0,40.0,sudeste
F,RS,metodologias e técnicas de computação,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,24,5.0,11.0,7.0,23.0,sul
F,SP,computação aplicada,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,23,15.0,15.0,12.0,42.0,sudeste
F,PR,redes de computadores,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,23,6.0,6.0,5.0,17.0,sul
F,MG,inteligência artificial,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,23,6.0,13.0,9.0,28.0,sudeste
F,SP,engenharia de software,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,23,8.0,7.0,7.0,22.0,sudeste
F,CE,sistemas de computação,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,25,5.0,11.0,12.0,28.0,nordeste
F,PR,inteligência artificial,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,23,9.0,17.0,12.0,38.0,sul
F,RJ,engenharia de software,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,26,3.0,15.0,5.0,23.0,sudeste
F,PA,inteligência artificial,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,25,9.0,14.0,9.0,32.0,norte
F,PR,redes de computadores,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,23,11.0,14.0,9.0,34.0,sul
F,RS,sistemas de computação,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,23,11.0,13.0,10.0,34.0,sul
F,SP,otimização,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,23,8.0,7.0,6.0,21.0,sudeste
F,MG,banco de dados,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,26,4.0,16.0,6.0,26.0,sudeste
F,GO,banco de dados,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,22,7.0,11.0,7.0,25.0,centro_oeste
F,PR,inteligência artificial,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,26,4.0,8.0,5.0,17.0,sul
F,SP,sistemas de computação,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,27,10.0,11.0,6.0,27.0,sudeste
M,MS,inteligência artificial,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,22,6.0,10.0,9.0,25.0,centro_oeste
M,PR,inteligência artificial,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,24,6.0,9.0,7.0,22.0,sul
M,SP,engenharia de software,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,38,9.0,17.0,12.0,38.0,sudeste
M,RJ,otimização,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,23,16.0,17.0,13.0,46.0,sudeste
M,PR,engenharia de software,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,2.0,39,6.0,11.0,13.0,30.0,sul
M,PB,sistemas de informação,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,28,6.0,15.0,10.0,31.0,nordeste
M,RJ,engenharia de software,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,25,8.0,14.0,8.0,30.0,sudeste
M,PB,engenharia de software,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,24,7.0,13.0,9.0,29.0,nordeste
M,ES,inteligência artificial,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,21,10.0,10.0,10.0,30.0,sudeste
M,PB,engenharia de software,2.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,26,12.0,14.0,9.0,35.0,nordeste
M,PB,redes de computadores,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,23,10.0,18.0,10.0,38.0,nordeste
M,MG,sistemas de computação,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,23,8.0,12.0,6.0,26.0,sudeste
M,SP,sistemas de computação,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,24,11.0,17.0,8.0,36.0,sudeste
M,SP,sistemas de computação,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,24,11.0,17.0,6.0,34.0,sudeste
M,MG,banco de dados,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,32,6.0,9.0,8.0,23.0,sudeste
M,MA,computação aplicada,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,25,6.0,11.0,5.0,22.0,nordeste
M,PB,engenharia de software,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,32,7.0,14.0,11.0,32.0,nordeste
M,MS,redes de computadores,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,26,3.0,11.0,11.0,25.0,centro_oeste
M,PA,engenharia de software,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,33,5.0,9.0,7.0,21.0,norte
M,SP,computação aplicada,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,25,7.0,15.0,9.0,31.0,sudeste
M,SP,computação aplicada,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,21,9.0,17.0,9.0,35.0,sudeste
M,PA,inteligência artificial,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,30,7.0,10.0,8.0,25.0,norte
M,SC,sistemas de informação,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,27,4.0,7.0,7.0,18.0,sul
M,SP,inteligência artificial,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,21,9.0,17.0,8.0,34.0,sudeste
