SEXO,ESTADO,ESPECIALIDADE,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,IDADE,matematica,fund_computacao,tec_computacao,total,linhas_pesquisas,area_concentration,REGIAO
M,ES,sistemas de informação,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,35,11.0,16.0,6.0,33.0,redes de computadores,computacao,sudeste
M,PI,computação aplicada,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,23,11.0,19.0,9.0,39.0,linhas concentradas,informatica,nordeste
M,SP,sistemas de computação,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,22,7.0,21.0,10.0,38.0,linhas concentradas,informatica,sudeste
F,RS,aplicações computacionais,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,22,9.0,16.0,10.0,35.0,linhas concentradas,informatica,sul
M,SP,sistemas de computação,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,28,8.0,10.0,9.0,27.0,linhas concentradas,informatica,sudeste
F,AL,sistemas de computação,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,26,7.0,13.0,7.0,27.0,linhas concentradas,informatica,nordeste
M,SP,metodologias e técnicas de computação,3.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,26,11.0,17.0,7.0,35.0,redes de computadores,computacao,sudeste
F,SP,inteligência artificial,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,24,10.0,14.0,6.0,30.0,inteligência artificial,computacao,sudeste
M,RJ,aprendizado de máquina,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,21,8.0,21.0,9.0,38.0,inteligência artificial,computacao,sudeste
M,MG,banco de dados,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,24,8.0,21.0,10.0,39.0,linhas concentradas,informatica,sudeste
F,PA,inteligência artificial,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,25,5.0,17.0,8.0,30.0,inteligência artificial,computacao,norte
F,PB,redes de computadores,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,21,10.0,14.0,10.0,34.0,redes de computadores,computacao,nordeste
M,SP,otimização,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,27,6.0,14.0,10.0,30.0,inteligência artificial,computacao,sudeste
M,DF,engenharia de software,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,22,10.0,13.0,6.0,29.0,engenharia de software,informatica,centro_oeste
M,SE,engenharia de software,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,24,6.0,12.0,8.0,26.0,engenharia de software,informatica,nordeste
M,CE,sistemas de informação,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,21,6.0,19.0,11.0,36.0,redes de computadores,computacao,nordeste
M,PB,engenharia de software,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,25,8.0,15.0,10.0,33.0,engenharia de software,informatica,nordeste
M,SC,sistemas de computação,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,25,14.0,17.0,9.0,40.0,linhas concentradas,informatica,sul
M,DF,metodologias e técnicas de computação,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,22,7.0,14.0,8.0,29.0,redes de computadores,computacao,centro_oeste
M,SE,aplicações computacionais,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,26,8.0,18.0,7.0,33.0,linhas concentradas,informatica,nordeste
M,RN,aplicações computacionais,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,20,10.0,12.0,9.0,31.0,linhas concentradas,informatica,nordeste
M,SP,aplicações computacionais,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,22,8.0,17.0,9.0,34.0,linhas concentradas,informatica,sudeste
M,MG,redes de computadores,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,32,6.0,14.0,7.0,27.0,redes de computadores,computacao,sudeste
M,PR,aprendizado de máquina,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,21,8.0,16.0,8.0,32.0,inteligência artificial,computacao,sul
M,BA,aplicações computacionais,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,24,9.0,12.0,5.0,26.0,linhas concentradas,informatica,nordeste
M,SP,aplicações computacionais,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,21,11.0,15.0,7.0,33.0,linhas concentradas,informatica,sudeste
M,PA,engenharia de software,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,21,9.0,17.0,10.0,36.0,engenharia de software,informatica,norte
M,SP,aplicações computacionais,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,25,7.0,15.0,10.0,32.0,linhas concentradas,informatica,sudeste
M,GO,inteligência artificial,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,35,6.0,11.0,10.0,27.0,inteligência artificial,computacao,centro_oeste
M,RS,aplicações computacionais,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,40,4.0,12.0,9.0,25.0,linhas concentradas,informatica,sul
M,PA,inteligência artificial,2.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,23,10.0,16.0,8.0,34.0,inteligência artificial,computacao,norte
M,GO,sistemas de computação,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,46,4.0,10.0,9.0,23.0,linhas concentradas,informatica,centro_oeste
M,SC,banco de dados,1.0,2.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,26,12.0,13.0,11.0,36.0,linhas concentradas,informatica,sul
F,MA,aplicações computacionais,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,24,6.0,12.0,11.0,29.0,linhas concentradas,informatica,nordeste
M,SP,redes de computadores,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,24,9.0,15.0,10.0,34.0,redes de computadores,computacao,sudeste
M,PB,engenharia de software,0.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,25,13.0,16.0,8.0,37.0,engenharia de software,informatica,nordeste
M,SP,aplicações computacionais,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,20,8.0,8.0,7.0,23.0,linhas concentradas,informatica,sudeste
M,PA,redes de computadores,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,21,4.0,10.0,12.0,26.0,redes de computadores,computacao,norte
M,AL,engenharia de software,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,51,7.0,9.0,12.0,28.0,engenharia de software,informatica,nordeste
M,SP,inteligência artificial,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,30,4.0,14.0,7.0,25.0,inteligência artificial,computacao,sudeste
M,AM,sistemas embarcados,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,26,6.0,11.0,8.0,25.0,redes de computadores,computacao,norte
M,ES,sistemas de informação,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,22,9.0,18.0,12.0,39.0,redes de computadores,computacao,sudeste
F,GO,banco de dados,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,33,6.0,9.0,8.0,23.0,linhas concentradas,informatica,centro_oeste
F,RJ,otimização,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,39,5.0,9.0,7.0,21.0,inteligência artificial,computacao,sudeste
M,SP,sistemas de computação,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,27,6.0,9.0,8.0,23.0,linhas concentradas,informatica,sudeste
M,SP,inteligência artificial,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,26,7.0,9.0,9.0,25.0,inteligência artificial,computacao,sudeste
M,SC,engenharia de software,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,41,10.0,13.0,8.0,31.0,engenharia de software,informatica,sul
M,MS,engenharia de software,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,37,7.0,9.0,6.0,22.0,engenharia de software,informatica,centro_oeste
M,PB,aplicações computacionais,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,33,9.0,13.0,8.0,30.0,linhas concentradas,informatica,nordeste
M,RR,inteligência artificial,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,22,7.0,11.0,9.0,27.0,inteligência artificial,computacao,norte
M,SC,inteligência artificial,1.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,45,8.0,11.0,8.0,27.0,inteligência artificial,computacao,sul
M,SP,computação aplicada,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,46,6.0,8.0,9.0,23.0,linhas concentradas,informatica,sudeste
M,PA,inteligência artificial,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,23,6.0,12.0,13.0,31.0,inteligência artificial,computacao,norte
F,MG,inteligência artificial,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,24,6.0,13.0,9.0,28.0,inteligência artificial,computacao,sudeste
F,PA,engenharia de software,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,23,6.0,5.0,9.0,20.0,engenharia de software,informatica,norte
M,BA,banco de dados,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,22,9.0,17.0,9.0,35.0,linhas concentradas,informatica,nordeste
M,CE,sistemas de informação,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,22,5.0,11.0,8.0,24.0,redes de computadores,computacao,nordeste
M,CE,sistemas de computação,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,22,7.0,11.0,9.0,27.0,linhas concentradas,informatica,nordeste
M,MG,engenharia de software,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,23,5.0,14.0,9.0,28.0,engenharia de software,informatica,sudeste
M,PB,sistemas de informação,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,26,7.0,12.0,12.0,31.0,redes de computadores,computacao,nordeste
M,SP,aprendizado de máquina,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,22,4.0,11.0,5.0,20.0,inteligência artificial,computacao,sudeste
M,MG,sistemas de computação,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,32,6.0,11.0,10.0,27.0,linhas concentradas,informatica,sudeste
M,MA,sistemas de computação,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,31,5.0,12.0,9.0,26.0,linhas concentradas,informatica,nordeste
M,MG,sistemas de computação,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,37,15.0,18.0,16.0,49.0,linhas concentradas,informatica,sudeste
M,CE,inteligência artificial,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,22,9.0,11.0,10.0,30.0,inteligência artificial,computacao,nordeste
M,PA,sistemas de informação,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,42,3.0,8.0,10.0,21.0,redes de computadores,computacao,norte
M,PR,aplicações computacionais,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,20,6.0,10.0,9.0,25.0,linhas concentradas,informatica,sul
M,PI,sistemas de computação,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,35,4.0,12.0,5.0,21.0,linhas concentradas,informatica,nordeste
M,SC,inteligência artificial,0.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,24,10.0,16.0,13.0,39.0,inteligência artificial,computacao,sul
M,PR,aplicações computacionais,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,25,6.0,10.0,5.0,21.0,linhas concentradas,informatica,sul
M,MG,banco de dados,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,23,5.0,9.0,9.0,23.0,linhas concentradas,informatica,sudeste
M,MG,metodologias e técnicas de computação,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,22,9.0,13.0,8.0,30.0,redes de computadores,computacao,sudeste
M,CE,sistemas de computação,1.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,26,9.0,15.0,10.0,34.0,linhas concentradas,informatica,nordeste
M,PA,redes de computadores,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,23,7.0,17.0,10.0,34.0,redes de computadores,computacao,norte
F,SE,inteligência artificial,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,22,4.0,13.0,9.0,26.0,inteligência artificial,computacao,nordeste
F,PR,inteligência artificial,0.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,25,12.0,10.0,7.0,29.0,inteligência artificial,computacao,sul
M,GO,sistemas de computação,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,31,4.0,7.0,7.0,18.0,linhas concentradas,informatica,centro_oeste
M,PA,sistemas embarcados,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,31,7.0,10.0,10.0,27.0,redes de computadores,computacao,norte
M,RS,inteligência artificial,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,33,5.0,10.0,11.0,26.0,inteligência artificial,computacao,sul
M,ES,sistemas de computação,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,24,3.0,10.0,8.0,21.0,linhas concentradas,informatica,sudeste
M,PR,sistemas de informação,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,40,4.0,9.0,7.0,20.0,redes de computadores,computacao,sul
M,SP,aplicações computacionais,1.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,27,10.0,19.0,8.0,37.0,linhas concentradas,informatica,sudeste
M,SC,sistemas de computação,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,33,7.0,10.0,12.0,29.0,linhas concentradas,informatica,sul
M,CE,sistemas de computação,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,24,8.0,13.0,9.0,30.0,linhas concentradas,informatica,nordeste
M,RS,aplicações computacionais,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,45,4.0,10.0,6.0,20.0,linhas concentradas,informatica,sul
M,MT,aplicações computacionais,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,38,4.0,11.0,5.0,20.0,linhas concentradas,informatica,centro_oeste
M,MG,inteligência artificial,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,23,12.0,15.0,9.0,36.0,inteligência artificial,computacao,sudeste
M,PB,aplicações computacionais,1.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,33,9.0,18.0,8.0,35.0,linhas concentradas,informatica,nordeste
M,MG,inteligência artificial,1.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,25,11.0,14.0,11.0,36.0,inteligência artificial,computacao,sudeste
M,SC,banco de dados,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,44,3.0,7.0,11.0,21.0,linhas concentradas,informatica,sul
M,SP,computação aplicada,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,27,12.0,19.0,15.0,46.0,linhas concentradas,informatica,sudeste
M,TO,aplicações computacionais,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,28,5.0,16.0,10.0,31.0,linhas concentradas,informatica,norte
