NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
42101831328,Presente,C,C,D,B,B,C,B,B,C,C,C,B,D,A,A,D,E,D,E,B,D,B,E,C,C,B,B,A,C,B,D,A,D,C,A,A,E,A,C,B,D,D,D,E,A,A,C,A,A,D,C,B,D,B,B,E,E,E,D,E,E,B,B,A,D,D,D,E,E,D,2017
42101829542,Presente,B,D,D,A,E,A,B,A,C,D,C,A,E,B,B,C,B,A,D,E,C,D,E,A,D,E,A,C,A,D,B,C,D,D,A,B,B,D,A,D,C,E,B,A,D,D,E,C,C,A,B,C,D,D,A,A,D,C,E,B,E,E,C,C,C,B,D,A,D,B,2017
42101812651,Presente,C,B,A,E,A,D,B,B,B,B,C,A,E,D,A,C,B,E,E,B,C,D,B,C,C,B,B,C,D,D,D,D,D,E,A,A,A,B,D,D,B,D,E,B,E,C,D,D,D,E,C,E,C,A,C,A,E,A,B,E,C,C,C,A,D,D,E,E,B,C,2017
42101809266,Presente,B,C,A,B,C,B,B,A,A,A,C,A,B,A,A,B,C,A,E,B,D,D,A,E,C,B,B,C,A,D,A,B,D,A,B,B,E,E,A,E,A,D,A,A,A,D,A,A,A,E,E,C,D,A,D,C,C,E,B,E,A,B,C,D,D,D,A,D,B,D,2017
42101809434,Presente,C,E,A,D,B,B,B,B,A,C,E,C,B,D,D,B,C,A,E,B,A,D,A,E,D,D,B,C,D,D,A,B,D,E,E,A,B,E,D,E,E,C,*,E,B,D,D,C,C,D,A,A,B,A,D,D,E,B,A,E,C,B,C,A,B,D,A,D,B,D,2017
42101835870,Presente,B,A,B,E,E,C,A,E,A,B,A,C,B,B,B,C,B,B,B,D,B,E,C,C,C,C,B,C,D,D,E,D,D,D,E,A,D,D,B,E,A,A,E,B,C,A,A,C,E,D,A,C,C,B,A,D,B,A,A,C,C,C,E,A,D,D,B,A,B,A,2017
42101810148,Presente,E,C,E,B,E,B,B,D,B,D,C,A,B,C,D,B,C,B,E,B,A,D,B,E,C,B,B,C,C,D,A,B,D,A,B,A,E,E,C,C,E,D,E,A,A,D,A,C,D,D,B,E,C,A,B,C,E,A,D,E,C,B,D,A,C,D,A,D,B,D,2017
42101821049,Presente,C,C,A,D,C,D,B,A,D,C,C,A,A,B,C,E,C,E,D,D,D,C,D,C,B,E,D,B,E,D,C,C,D,A,A,E,E,E,C,E,B,A,C,C,D,E,D,C,C,C,C,B,D,A,C,A,E,D,A,C,B,D,E,C,D,E,D,D,C,D,2017
42101832038,Presente,A,C,B,B,C,D,B,D,D,D,C,C,B,A,E,C,D,A,A,C,A,D,B,E,C,D,B,C,A,D,E,E,D,A,A,B,E,B,D,E,E,D,E,B,B,E,D,D,B,D,D,A,A,A,D,A,B,A,B,C,E,E,D,A,B,D,E,D,E,D,2017
42101834216,Presente,E,E,B,C,D,A,B,E,D,D,C,A,A,D,C,D,B,C,D,D,A,E,E,E,C,D,B,C,B,D,A,D,D,B,B,B,D,E,E,E,E,D,A,E,A,D,D,E,C,D,B,C,A,A,D,B,E,C,C,B,B,B,A,A,D,D,A,D,C,D,2017
42101810533,Presente,C,E,A,A,C,B,B,A,D,E,D,E,A,E,E,B,C,C,E,D,C,B,B,E,C,D,B,C,B,A,A,A,D,C,D,A,E,E,A,A,B,D,E,A,A,B,D,E,E,D,A,C,C,A,B,C,E,E,C,E,E,*,E,D,E,D,B,B,B,D,2017
42101830614,Presente,D,C,C,D,D,C,D,B,B,B,C,C,B,B,E,B,D,C,E,D,A,C,E,C,C,D,B,C,A,D,C,C,D,E,E,A,E,D,C,A,B,D,A,B,A,A,D,B,C,D,B,C,D,D,A,C,D,A,D,C,C,B,C,A,E,C,A,B,B,D,2017
42101812369,Presente,E,E,B,A,B,B,B,E,A,D,C,A,D,B,E,B,C,D,E,D,A,C,B,C,C,B,B,C,E,D,A,B,D,D,E,A,C,D,C,E,B,E,E,B,D,A,D,E,E,E,B,A,A,A,D,D,E,B,A,E,C,B,D,A,B,D,A,D,A,D,2017
42102827095,Presente,C,A,B,B,B,B,B,B,D,D,C,A,A,D,C,D,B,C,E,A,A,E,B,E,C,D,B,C,A,D,D,A,D,D,E,E,E,A,B,B,E,E,E,C,A,C,D,C,B,E,D,E,A,A,D,D,D,B,D,D,C,B,D,D,B,D,A,B,B,D,2017
42102831961,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101830595,Presente,A,C,B,E,A,C,C,A,D,A,C,B,B,C,C,B,C,B,B,D,A,C,A,E,C,B,B,C,D,D,A,A,D,B,A,A,B,B,C,E,C,C,C,B,D,C,B,C,D,C,E,C,D,A,D,C,E,A,B,B,C,A,B,A,B,D,E,E,B,D,2017
42101833412,Presente,B,E,C,B,E,B,B,E,A,E,C,A,D,C,B,C,C,C,E,D,A,C,A,C,C,D,B,C,A,D,A,B,D,E,C,B,E,A,E,D,B,D,E,B,B,C,C,A,E,D,B,E,A,D,D,A,A,C,D,A,C,B,D,A,D,D,A,A,C,D,2017
42101809625,Presente,C,B,B,A,B,B,B,C,B,B,C,A,C,E,C,C,C,B,E,D,B,D,B,E,C,D,B,C,E,D,E,B,D,E,B,B,A,B,A,D,B,C,D,B,D,C,A,A,D,A,B,C,A,A,E,D,A,E,D,C,B,D,D,A,C,D,A,D,B,D,2017
42102822550,Presente,C,C,E,A,E,B,B,D,C,C,C,C,D,C,C,C,B,C,E,D,A,D,B,E,C,D,B,C,C,D,D,B,D,D,E,C,E,E,E,B,B,D,A,E,A,D,C,E,E,D,E,E,D,A,D,C,C,A,D,D,C,B,A,D,B,D,A,D,C,D,2017
42101834814,Presente,C,B,C,E,D,B,B,E,A,D,C,D,A,B,E,D,B,C,C,D,E,D,B,E,C,D,B,C,B,D,B,B,D,A,E,B,E,A,E,A,B,C,C,B,E,C,E,C,D,D,B,A,D,A,D,D,E,E,D,C,C,*,A,A,D,D,A,B,B,D,2017
42101826123,Presente,C,A,A,D,B,B,D,B,C,B,B,A,D,B,E,D,D,A,E,D,A,E,B,E,C,D,B,C,D,D,A,B,D,E,B,C,C,D,A,E,B,D,E,B,A,B,C,D,D,E,C,E,D,A,D,C,E,A,D,B,C,B,D,A,B,D,A,D,B,C,2017
42101834952,Presente,C,B,D,B,C,D,B,B,C,D,C,D,C,B,A,B,C,B,D,D,B,C,B,D,C,E,B,C,C,D,E,C,D,B,E,A,E,D,C,D,C,E,B,C,D,D,D,A,B,C,B,B,D,A,D,A,B,A,A,E,B,B,D,D,D,D,A,D,B,C,2017
42101832709,Presente,C,C,C,C,D,C,C,C,C,C,C,C,C,C,A,E,C,C,C,A,E,D,B,E,C,B,B,A,D,D,E,B,D,E,A,D,A,D,E,B,D,D,A,B,A,D,C,C,C,D,E,E,A,D,C,E,C,A,D,E,E,B,A,A,B,D,E,D,B,D,2017
42101829905,Presente,C,E,C,D,B,B,B,D,A,C,C,*,B,B,E,B,C,C,E,D,A,D,B,E,C,D,B,C,D,D,A,B,D,B,E,A,B,E,C,D,C,D,E,E,E,C,A,C,B,D,A,E,D,A,D,A,E,C,D,C,B,B,A,D,E,D,E,D,B,D,2017
42101820370,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101811096,Presente,E,E,D,B,E,B,B,E,A,E,C,A,B,E,D,C,C,E,E,B,A,D,A,C,C,B,B,C,A,D,A,B,D,B,C,B,E,A,B,C,C,C,D,D,A,D,E,D,D,E,E,E,C,A,D,C,E,A,D,E,C,B,A,A,A,D,A,D,B,D,2017
42101835512,Presente,A,C,C,D,E,A,B,C,C,E,A,D,B,A,E,B,C,E,A,B,A,C,B,E,C,B,B,C,B,D,E,A,D,B,C,A,A,D,A,E,B,D,A,B,E,D,D,C,D,E,C,E,D,A,D,A,E,A,D,C,B,D,C,A,B,E,E,D,B,D,2017
42101812155,Presente,B,D,D,B,E,B,B,E,E,C,D,A,B,C,D,C,C,A,E,D,E,D,B,E,C,D,B,C,E,D,A,B,D,D,B,A,E,D,C,A,B,D,E,C,B,D,D,E,B,E,C,B,A,A,D,A,E,A,D,C,B,B,C,D,D,D,B,E,B,A,2017
42101809839,Presente,C,B,C,C,E,A,B,B,D,D,D,E,D,C,E,D,B,A,C,A,D,C,B,E,C,B,B,C,D,D,A,B,D,B,A,B,C,A,E,B,C,A,E,D,A,D,A,D,B,E,C,E,C,A,D,A,B,A,D,B,B,C,A,A,C,D,A,E,C,D,2017
42101834924,Presente,B,E,C,A,D,C,E,E,C,B,C,E,D,E,A,B,E,E,E,D,D,C,C,E,C,D,B,C,D,D,B,B,D,D,A,D,D,D,D,A,A,D,E,E,B,D,D,B,C,E,A,A,D,E,D,D,E,A,B,B,E,C,A,A,D,D,C,E,B,D,2017
42101831389,Presente,A,A,D,B,D,C,D,A,C,C,D,E,D,B,E,C,C,D,B,A,A,E,E,D,C,B,B,A,C,D,B,B,D,C,B,B,E,D,C,E,B,D,A,B,B,D,C,E,C,D,A,E,C,A,D,E,B,A,E,E,E,D,D,A,B,D,A,B,B,D,2017
42101810521,Presente,B,A,B,C,A,B,B,D,A,D,B,B,A,C,D,C,B,D,E,E,E,D,B,E,C,D,B,E,E,D,A,B,D,E,B,D,E,E,E,D,C,E,C,E,A,C,D,E,D,D,C,C,D,B,E,A,D,B,E,B,D,B,C,C,D,D,A,E,B,C,2017
42101810418,Presente,C,D,B,D,E,C,B,D,A,A,A,D,B,A,A,D,B,A,C,D,C,D,B,C,C,B,B,C,D,D,A,A,B,B,B,A,D,E,D,E,C,A,E,B,E,A,B,D,E,D,D,E,A,A,D,B,D,A,D,B,C,A,A,E,D,D,B,E,B,C,2017
42101810541,Presente,C,C,C,C,D,E,C,E,C,A,C,D,C,C,A,D,B,A,B,A,C,E,E,E,C,B,B,C,E,D,B,D,D,A,B,B,E,E,E,C,E,D,E,C,A,A,A,D,E,D,D,A,B,A,B,A,C,A,D,E,C,B,D,A,D,E,E,A,B,C,2017
42101833438,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101810206,Presente,C,D,E,B,D,C,B,E,D,A,C,D,A,D,E,B,D,E,B,A,E,E,B,E,E,D,B,A,B,D,A,D,D,C,C,B,E,A,E,E,C,D,B,C,D,D,B,E,B,D,D,A,D,A,D,C,D,A,B,B,E,B,B,A,B,B,B,D,C,D,2017
42101834396,Presente,D,B,E,E,E,C,C,E,C,A,C,E,B,E,C,B,D,C,A,C,C,D,C,E,C,D,B,C,D,D,E,B,D,B,D,E,D,D,A,E,B,A,B,B,E,A,A,B,C,D,D,B,C,A,D,A,B,A,B,E,C,A,C,A,C,D,A,D,B,D,2017
42101810193,Presente,E,B,E,A,D,A,B,B,B,B,A,B,A,D,C,D,B,A,B,B,C,E,B,B,D,C,C,E,B,E,B,D,D,E,B,B,A,D,B,C,C,E,C,C,C,D,A,B,A,A,B,B,D,D,E,D,A,E,E,A,C,B,B,D,B,B,A,C,D,A,2017
42101818022,Presente,B,C,B,B,E,B,B,B,E,D,C,B,B,E,E,D,E,A,E,D,D,C,E,A,C,B,B,C,E,D,A,C,D,B,B,A,E,E,D,E,C,D,A,B,E,D,D,A,B,D,A,E,A,A,B,B,D,E,D,C,A,B,D,A,D,D,A,D,B,D,2017
42101831979,Presente,E,B,A,B,D,A,E,B,B,B,C,A,D,B,A,D,B,B,E,D,B,D,B,C,C,E,B,C,B,D,A,B,D,B,B,C,E,E,C,D,B,B,E,B,B,D,E,D,A,E,E,E,D,A,D,C,E,A,D,A,C,D,D,A,B,D,D,D,E,D,2017
42101814024,Presente,C,B,D,E,D,C,B,C,D,A,C,D,E,C,B,B,B,C,A,B,B,B,A,E,C,C,B,C,C,D,B,D,D,B,A,D,A,E,E,B,C,D,D,B,B,E,E,C,A,D,E,C,A,A,D,C,E,A,B,B,E,D,E,E,E,A,A,D,B,D,2017
42101823824,Presente,E,A,C,D,B,C,A,E,B,D,B,A,D,E,A,C,B,C,A,E,A,D,B,E,C,D,B,A,E,D,A,B,D,E,A,C,E,D,C,A,B,D,E,B,A,B,D,C,A,D,A,C,D,A,D,A,E,C,E,D,C,B,A,A,D,D,B,D,B,D,2017
42101812383,Presente,C,C,A,B,D,A,B,A,D,C,C,D,A,D,E,B,C,C,C,D,A,D,B,E,C,A,B,C,E,D,A,B,D,E,E,A,A,D,B,E,E,E,C,B,C,C,C,C,C,D,A,E,A,A,D,A,D,C,A,E,C,B,C,A,D,D,A,C,B,D,2017
42101834546,Presente,E,E,C,D,A,B,C,C,C,D,A,B,A,E,A,C,B,A,D,D,C,C,D,E,A,C,B,A,A,E,D,D,D,A,E,A,D,E,E,D,A,C,E,D,E,A,B,B,D,D,C,D,E,A,D,D,D,E,A,D,E,A,C,E,B,D,A,D,C,D,2017
42101826379,Presente,,,B,B,D,A,B,D,A,E,C,A,B,B,D,C,C,C,E,,A,D,B,E,C,,B,C,E,D,A,B,D,,,,E,,C,E,B,,E,B,C,A,D,,,D,E,,A,A,D,C,,,D,E,,,,A,D,D,,D,B,D,2017
42101815669,Presente,D,E,A,A,D,C,B,B,D,D,C,E,B,A,C,C,C,D,B,D,E,D,B,E,C,B,B,C,E,D,D,A,D,B,A,A,A,D,C,C,B,D,A,D,A,A,B,B,C,D,C,C,D,A,D,C,B,A,B,E,E,B,D,A,B,D,A,D,B,D,2017
42101831276,Presente,C,C,B,A,D,C,B,E,E,D,E,E,D,C,A,B,D,B,E,D,C,C,B,C,E,D,B,C,E,D,C,E,D,E,E,A,C,D,D,D,E,D,E,C,A,A,B,A,E,D,D,E,A,B,B,D,A,A,D,C,C,D,C,D,B,D,B,E,A,E,2017
42101831018,Presente,C,C,B,A,B,B,B,E,D,D,C,A,B,B,E,B,E,B,E,A,E,E,E,E,D,B,B,C,C,D,A,C,D,B,C,A,A,E,B,E,B,D,A,B,A,A,D,A,C,E,B,C,D,A,D,C,D,E,D,B,C,B,D,A,C,D,A,D,B,C,2017
42102812427,Presente,C,C,A,C,D,D,B,A,E,E,C,E,B,B,E,C,D,C,D,B,E,E,A,E,C,B,B,C,E,D,D,D,D,B,E,B,E,E,D,B,C,D,E,D,B,D,A,A,B,C,E,C,A,A,C,C,B,B,D,E,C,B,D,A,D,D,A,B,B,D,2017
42101820612,Presente,A,B,C,B,E,B,B,D,A,B,C,D,B,E,D,C,C,B,A,D,E,D,A,E,C,B,B,C,C,D,E,B,D,C,C,B,E,A,C,D,C,D,E,B,A,C,E,C,C,E,D,B,A,A,D,E,E,A,B,C,C,B,A,A,D,C,E,B,B,D,2017
42101835591,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101809374,Presente,E,E,A,A,D,E,E,C,D,B,E,C,A,D,A,C,E,C,B,D,A,B,B,E,E,C,B,C,E,D,C,A,D,E,A,A,A,D,B,E,C,C,A,E,A,C,B,C,D,D,D,A,D,A,D,C,D,A,A,C,E,B,E,C,D,D,A,E,B,D,2017
42101827081,Presente,C,E,C,E,B,C,B,E,C,B,A,D,B,A,E,D,B,C,E,D,D,D,B,E,C,D,B,C,E,D,A,B,D,E,A,C,E,D,E,D,C,D,E,C,E,A,D,C,D,D,C,C,E,D,D,B,D,A,D,B,C,B,C,C,C,C,C,C,C,C,2017
42101830053,Presente,C,E,D,B,D,B,B,B,A,C,C,A,E,D,C,C,C,C,E,A,E,E,B,C,C,B,B,C,A,D,A,B,D,C,E,A,E,E,D,A,E,D,E,D,B,D,A,C,D,E,A,A,D,A,D,C,A,A,A,E,A,B,C,D,B,D,A,B,C,D,2017
42101817214,Presente,C,E,E,E,D,C,B,B,A,D,C,D,B,B,C,B,C,C,E,D,A,E,A,D,A,B,B,C,D,D,A,D,D,E,E,B,E,D,D,E,D,A,A,D,A,D,B,B,E,D,D,A,D,A,D,D,B,C,D,E,A,B,B,A,B,D,A,D,B,D,2017
42101834867,Presente,A,B,D,D,B,C,C,E,D,E,A,A,B,C,D,D,C,A,D,A,C,E,A,E,E,C,A,A,D,D,B,E,C,D,D,E,C,D,C,E,E,D,D,A,E,C,B,B,D,A,C,B,D,B,A,D,C,A,E,C,E,B,E,B,D,D,C,B,E,A,2017
42101832155,Presente,D,D,A,D,D,B,B,D,D,D,C,A,B,D,D,C,C,B,E,B,A,A,B,C,C,B,B,C,C,D,E,B,D,E,B,B,B,E,E,D,C,D,A,B,A,A,A,A,D,A,A,E,E,A,D,D,E,A,D,D,A,B,D,A,D,C,A,D,B,D,2017
42101835750,Presente,B,E,D,C,E,B,B,E,C,E,C,B,C,D,C,D,B,D,C,A,B,A,B,E,C,D,B,C,C,D,A,D,D,B,E,C,A,D,C,D,B,D,A,B,B,D,D,E,C,D,D,B,A,A,D,C,E,B,A,E,C,D,E,A,B,D,C,B,C,D,2017
42101812187,Presente,E,C,B,A,B,B,C,A,A,C,C,A,A,B,D,D,C,C,E,D,A,D,A,E,C,E,B,C,B,D,E,B,D,B,D,B,E,E,B,A,C,E,A,D,C,C,A,E,C,D,B,C,A,B,D,C,E,A,A,B,C,B,D,A,D,D,A,E,B,D,2017
42101822239,Presente,C,B,E,C,D,A,B,A,C,A,A,D,E,A,C,C,B,A,C,C,C,A,D,B,E,E,C,A,E,A,B,E,D,D,D,B,C,D,E,C,D,E,D,B,D,E,E,B,C,A,D,E,D,D,C,C,B,E,C,A,B,A,D,B,E,B,A,D,D,C,2017
42101817259,Presente,C,B,B,A,D,A,C,B,B,B,A,D,A,E,C,B,B,B,C,E,C,D,B,E,E,C,C,D,B,C,B,E,D,E,A,B,A,D,E,D,C,E,D,B,C,D,D,B,E,B,D,C,D,B,E,D,A,B,C,A,B,A,E,D,E,E,D,E,D,A,2017
42101817374,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101809542,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101823425,Presente,E,A,C,E,B,C,B,B,E,D,B,E,E,B,A,D,C,B,C,A,C,B,A,C,E,D,A,B,D,D,C,E,C,D,A,B,E,C,A,E,A,E,A,B,E,B,C,A,B,C,B,A,C,E,C,B,C,A,A,A,E,D,B,C,D,D,C,B,B,B,2017
42101834468,Presente,C,C,E,E,E,A,B,B,A,B,C,E,D,B,C,C,D,E,E,D,A,D,B,C,C,B,B,C,B,D,A,B,D,C,E,E,E,E,B,E,B,D,E,B,E,D,D,C,B,D,E,E,D,A,D,A,B,E,C,E,C,B,D,A,C,E,A,D,B,D,2017
42101821662,Presente,A,B,C,A,E,B,B,A,C,D,C,D,A,B,D,C,E,B,D,A,A,B,A,E,C,B,B,C,D,D,D,B,D,E,A,A,E,E,E,A,E,D,B,A,D,E,E,A,A,D,A,E,A,A,B,*,C,A,D,D,C,A,D,A,D,D,D,E,C,D,2017
42101810330,Presente,C,B,B,D,A,A,B,C,A,D,B,D,C,A,B,B,D,C,B,D,C,D,E,E,A,D,C,A,D,D,C,A,D,D,E,D,A,C,D,B,D,A,C,B,E,A,B,C,B,D,C,E,C,B,B,B,A,B,A,C,D,A,B,A,D,D,B,D,A,E,2017
42101812056,Presente,C,C,B,A,D,A,B,A,C,B,C,D,D,D,A,B,D,B,E,D,C,D,B,E,C,C,B,C,D,D,E,C,D,C,A,B,A,D,E,D,B,E,E,B,C,B,D,C,B,E,A,E,A,A,D,B,D,A,A,C,A,B,B,A,D,E,A,D,B,D,2017
42101834653,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101810296,Presente,B,E,B,D,E,D,B,E,D,A,C,B,D,A,D,D,C,E,E,B,A,C,B,E,C,B,B,C,A,D,D,D,C,B,E,A,C,E,D,B,E,D,E,A,E,C,D,C,E,B,A,D,D,D,D,C,D,C,B,C,C,B,D,D,E,C,A,D,E,D,2017
42101833972,Presente,C,B,C,B,C,B,B,C,A,D,E,D,B,D,D,B,B,C,E,B,E,D,B,E,C,B,B,C,E,D,A,B,D,E,A,A,A,E,A,D,C,A,D,B,E,E,D,A,E,E,A,B,D,B,D,C,E,C,C,E,D,B,B,A,E,D,E,D,B,D,2017
42102811276,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101811501,Presente,A,C,E,B,C,B,*,E,D,B,C,D,B,D,A,B,E,C,E,D,D,E,C,E,C,E,B,C,E,D,B,B,D,C,D,B,A,D,A,E,A,E,B,B,B,D,B,A,B,D,D,C,D,A,D,D,E,E,A,B,E,A,C,C,C,D,A,A,B,A,2017
42101826593,Presente,C,E,B,E,A,B,B,D,C,E,C,C,E,D,D,C,E,B,E,A,B,D,A,E,C,D,B,C,E,D,B,B,D,E,C,B,E,E,D,E,A,D,E,B,A,C,D,A,B,D,A,D,A,A,D,A,D,E,A,D,C,C,B,B,D,D,A,B,B,D,2017
42101818574,Presente,C,C,B,C,C,C,B,E,C,C,B,C,B,C,E,C,C,C,A,B,A,D,B,E,C,D,B,C,C,D,A,D,D,B,C,B,C,E,E,A,B,D,E,B,A,A,B,B,C,A,C,E,A,B,D,A,A,C,D,C,C,B,A,A,D,D,A,B,B,A,2017
42101835551,Presente,C,C,E,B,C,B,B,C,E,C,C,A,E,C,C,C,B,E,C,D,D,D,E,E,C,A,B,C,B,D,A,A,D,B,E,A,D,D,E,E,B,D,C,D,D,C,D,D,E,D,A,E,A,A,D,C,A,B,A,A,C,B,C,D,D,D,A,D,B,D,2017
42102824941,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2017
42101812361,Presente,E,E,E,E,C,C,B,C,E,A,C,D,A,D,B,B,B,E,E,B,A,A,A,C,A,D,B,C,D,D,A,B,D,B,E,E,B,C,D,D,E,D,B,B,D,A,E,D,C,D,C,A,D,A,B,A,D,A,B,C,C,C,B,D,D,D,E,E,C,C,2017
42101810118,Presente,A,B,B,C,D,E,A,C,A,B,C,D,B,B,E,D,B,E,A,B,E,D,E,E,C,B,B,C,E,D,A,B,D,B,C,C,A,E,C,E,E,E,A,B,B,C,D,E,E,E,C,E,A,B,D,C,E,E,D,C,B,B,B,D,B,D,A,D,E,D,2017
42101835101,Presente,C,A,B,C,C,C,D,E,D,C,C,A,D,D,E,D,C,C,C,C,D,D,A,E,A,E,B,C,E,D,A,A,D,D,B,A,E,B,C,C,B,D,D,E,A,E,C,D,C,E,A,C,D,A,D,A,D,C,D,A,D,B,B,A,B,D,C,B,E,D,2017
42101809543,Presente,C,C,D,B,B,B,B,D,E,C,C,E,A,D,D,B,D,C,D,E,A,D,B,E,A,B,B,C,C,D,E,B,D,B,A,C,E,E,A,E,B,C,A,D,E,B,D,D,E,C,E,A,D,A,C,A,D,A,D,E,C,B,E,A,C,D,E,C,B,D,2017
42101835459,Presente,A,E,A,B,D,B,B,A,C,D,C,A,B,B,B,C,C,E,E,D,A,E,B,E,C,B,B,C,E,D,A,B,D,D,B,B,E,D,E,E,B,D,E,C,B,D,A,A,B,E,E,C,D,A,B,C,B,A,A,D,C,B,D,A,A,D,A,D,B,D,2017
42101831651,Presente,C,C,B,B,A,D,B,B,A,D,C,D,B,C,D,C,E,E,C,D,E,A,B,C,D,D,B,C,D,D,C,B,D,D,B,A,D,D,C,B,A,B,D,B,E,E,A,C,A,D,D,E,A,B,D,A,B,A,B,B,C,D,B,A,A,A,B,E,E,D,2017
42101834172,Presente,E,B,E,C,D,D,C,A,C,B,A,D,E,B,C,D,A,B,C,C,C,A,B,B,E,E,C,A,C,A,B,E,D,A,D,B,E,D,C,A,A,D,B,B,A,E,E,B,D,B,D,E,D,E,B,A,E,C,E,A,B,A,D,C,E,E,A,C,D,A,2017
42101809440,Presente,C,C,B,E,D,A,B,C,E,C,C,A,A,C,D,D,B,C,E,B,A,D,B,C,C,D,B,C,E,D,E,B,D,E,E,B,E,D,B,C,B,E,A,B,A,D,D,C,D,E,C,E,A,B,D,C,D,A,B,E,C,B,D,D,E,D,A,D,B,D,2017
42101814095,Presente,C,C,B,B,A,B,B,E,B,E,C,A,C,B,C,B,C,E,E,B,A,E,B,E,C,A,B,C,D,D,A,B,D,B,E,C,E,E,E,B,C,D,E,B,B,D,E,D,A,E,A,C,D,A,D,C,E,B,D,E,C,B,C,D,D,D,A,B,B,D,2017
42101834192,Presente,A,D,E,B,D,B,B,D,A,A,C,A,B,A,D,D,A,A,E,B,A,D,B,C,C,B,B,A,D,D,A,B,D,B,B,B,E,D,D,E,E,E,A,B,E,A,B,B,D,E,D,C,C,D,D,E,A,B,A,D,E,B,C,A,D,D,A,E,B,C,2017
42101810116,Presente,A,E,A,A,A,B,B,B,A,A,C,B,B,A,B,C,B,D,E,B,A,D,B,E,C,D,B,C,C,D,A,B,D,A,B,E,A,D,C,A,A,D,E,C,A,D,D,D,B,D,A,C,D,A,D,C,C,C,C,E,A,B,D,A,B,D,D,D,B,D,2017
42101834490,Presente,B,A,B,B,C,B,D,B,B,C,B,C,D,B,E,B,B,B,C,D,A,A,A,E,C,B,B,C,D,D,B,D,D,C,E,B,E,E,E,E,E,A,A,D,E,B,D,D,E,D,D,C,B,A,C,B,E,B,D,A,E,B,C,A,E,A,A,E,B,D,2017
42101810309,Presente,D,E,C,B,B,C,B,D,D,C,C,B,D,D,B,C,D,D,D,A,D,C,B,E,E,D,B,E,D,D,A,D,D,D,D,A,A,D,E,E,E,C,A,B,B,A,A,B,E,D,A,C,D,A,D,C,E,A,D,E,B,B,C,A,D,D,B,B,C,D,2017
42101832169,Presente,C,E,B,A,D,B,B,D,E,C,C,A,B,C,A,D,C,A,E,D,A,E,B,E,C,C,B,C,E,D,D,B,D,E,C,C,E,B,D,E,D,A,C,D,B,B,C,A,D,D,E,E,C,A,D,A,E,A,D,B,C,B,A,A,D,D,A,B,B,D,2017
