,SEXO,ESTADO,REGIAO,ESPECIALIDADE,CARGO,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,ANO,matematica,fundamentos_computacao,tecnologia_computacao,Idade,cluster
4648,0,12,3,sistemas embarcados,0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,2017,10.0,14.0,12.0,31,0
4649,0,23,4,linguagens de programação,0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2017,5.0,10.0,5.0,33,1
4650,0,17,1,computação aplicada,0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2017,9.0,10.0,9.0,31,1
4651,0,14,1,sistemas de software,0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2017,7.0,14.0,6.0,30,1
4652,0,13,0,gestão da informação,0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2017,8.0,12.0,5.0,29,1
4653,1,12,3,banco de dados,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2017,3.0,12.0,6.0,32,1
4654,1,20,4,computação aplicada,0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,2017,11.0,20.0,8.0,27,0
4655,1,12,3,otimização e inteligência,0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2017,11.0,19.0,8.0,28,0
4656,1,11,2,inteligência artificial,0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2017,7.0,12.0,11.0,35,1
4657,1,13,0,inteligência artificial,0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2017,8.0,16.0,7.0,29,0
4658,1,15,4,inteligência artificial,0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2017,9.0,8.0,10.0,29,1
4659,1,15,4,inteligência artificial,0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2017,9.0,23.0,12.0,28,0
4660,0,12,3,combinatória e teoria,0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2017,14.0,22.0,9.0,26,0
4661,1,24,3,computação visual,0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2017,8.0,15.0,7.0,28,1
4662,1,15,4,modelagem e métodos,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2017,6.0,15.0,10.0,38,0
4663,1,5,1,ciência computacional,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2017,6.0,15.0,4.0,37,1
4664,1,14,1,redes de computadores,0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2017,7.0,16.0,7.0,33,1
4665,0,7,3,inteligência artificial,0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,2017,7.0,12.0,11.0,38,1
4666,0,7,3,computação de alto,0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2017,9.0,11.0,6.0,29,1
4667,0,14,1,modelos computacionais e,0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2017,9.0,16.0,10.0,31,0
4668,1,20,4,sistemas digitais e,0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2017,10.0,19.0,8.0,32,0
4669,1,12,3,computação aplicada,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2017,5.0,13.0,11.0,41,1
4670,1,24,3,sistemas distribuídos,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2017,11.0,19.0,11.0,31,0
4671,1,24,3,computação científica e,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2017,5.0,16.0,6.0,34,1
4672,1,11,2,inteligência artificial,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2017,9.0,24.0,9.0,28,0
4673,1,23,4,redes de comunicações,0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2017,8.0,18.0,8.0,27,0
4674,1,24,3,engenharia de software,0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2017,6.0,19.0,11.0,29,0
4675,1,24,3,inteligência artificial,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2017,7.0,12.0,8.0,39,1
4676,1,8,2,engenharia de software,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2017,11.0,11.0,7.0,27,1
4677,1,23,4,algoritmos otimização combinatória,0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2017,14.0,19.0,13.0,26,0
4678,1,13,0,algoritmos e otimização,0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,2017,11.0,16.0,10.0,31,0
4679,1,8,2,gerenciamento de redes,0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2017,7.0,12.0,6.0,31,1
4680,1,15,4,bioinformática,0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,2017,10.0,18.0,10.0,29,0
4681,1,18,3,arquiteturas e algoritmos,0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,2017,13.0,21.0,13.0,30,0
4682,1,15,4,algoritmos e otimização,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2017,2.0,14.0,10.0,28,1
4683,1,24,3,processamento de imagens,0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2017,7.0,22.0,15.0,26,0
4684,1,15,4,engenharia de software,0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2017,7.0,14.0,7.0,26,1
4685,1,10,2,redes de computadores,0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,2017,7.0,23.0,11.0,25,0
4686,1,10,2,sistemas distribuídos,0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2017,8.0,15.0,12.0,31,0
4687,1,12,3,redes de computadores,0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2017,9.0,17.0,9.0,30,0
4688,1,24,3,engenharia de software,0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2017,7.0,10.0,6.0,29,1
4689,1,20,4,computação aplicada,0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2017,7.0,9.0,7.0,30,1
4690,1,24,3,inteligência artificial,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2017,8.0,15.0,7.0,30,1
4691,1,19,1,redes de comunicações,0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2017,20.0,24.0,14.0,27,0
4692,1,20,4,modelagem conceitual e,0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2017,6.0,15.0,5.0,29,1
4693,1,24,3,segurança e criptografia,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2017,7.0,19.0,8.0,25,0
4694,1,12,3,sistemas distribuídos,0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2017,8.0,19.0,10.0,28,0
4695,1,23,4,inteligência artificial,0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2017,8.0,16.0,7.0,26,0
4696,1,20,4,engenharia de software,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2017,4.0,9.0,4.0,47,1
4697,1,18,3,aprendizado de máquina,0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2017,10.0,18.0,6.0,28,0
4698,1,14,1,engenharia de software,0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,2017,12.0,16.0,14.0,26,0
4699,1,7,3,sistemas de informação,0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2017,6.0,13.0,3.0,31,1
4700,1,1,1,visão computacional,0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2017,14.0,16.0,11.0,29,0
4701,1,20,4,inteligência artificial,0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2017,15.0,15.0,10.0,30,0
4702,1,5,1,otimização e raciocínio,0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2017,13.0,17.0,12.0,27,0
4703,1,7,3,inteligência artificial,0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,2017,9.0,15.0,12.0,38,0
4704,1,24,3,computação aplicada,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2017,6.0,14.0,10.0,26,1
4705,1,24,3,processamento de imagens,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2017,7.0,15.0,13.0,28,0
4706,1,12,3,visão computacional,0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2017,7.0,15.0,8.0,28,1
4707,1,4,1,gestão de riscos,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2017,5.0,16.0,8.0,26,1
4708,1,13,0,inteligência artificial,0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2017,9.0,15.0,9.0,32,0
4709,1,5,1,engenharia de software,0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2017,10.0,16.0,10.0,30,0
4710,1,5,1,inteligência artificial,0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2017,7.0,8.0,7.0,27,1
4711,1,14,1,sistemas de informação,0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,2017,9.0,15.0,8.0,30,0
4712,1,26,0,engenharia de software,0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2017,10.0,14.0,9.0,34,0
4713,1,15,4,sistemas de informação,0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2017,7.0,12.0,6.0,45,1
4714,1,15,4,sistemas de informação,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2017,4.0,12.0,7.0,29,1
4715,1,20,4,computação aplicada,0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2017,6.0,18.0,8.0,49,0
4716,1,12,3,banco de dados,0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2017,9.0,21.0,12.0,28,0
4717,1,20,4,linguagens de programação,0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2017,6.0,14.0,7.0,30,1
4718,1,5,1,aprendizagem e otimização,0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2017,12.0,21.0,8.0,38,0
4719,1,19,1,redes de comunicações,0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2017,7.0,13.0,7.0,26,1
4720,1,17,1,computação aplicada,0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2017,8.0,14.0,6.0,43,1
4721,1,12,3,banco de dados,0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2017,7.0,10.0,2.0,27,1
4722,1,9,1,banco de dados,0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2017,7.0,11.0,6.0,31,1
4723,1,25,1,engenharia de software,0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2017,9.0,16.0,7.0,28,0
4724,1,24,3,sistemas inteligentes,0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2017,9.0,20.0,8.0,33,0
4725,1,5,1,sistemas de informação,0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2017,6.0,10.0,5.0,26,1
4726,1,10,2,redes de computadores,0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2017,8.0,17.0,8.0,30,0
4727,1,7,3,algoritmos otimização combinatória,0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2017,9.0,7.0,4.0,28,1
4728,0,7,3,sistemas de informação,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2017,5.0,7.0,3.0,38,1
4729,1,12,3,engenharia de software,0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2017,8.0,16.0,7.0,27,0
4730,1,24,3,inteligência artificial,0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2017,9.0,19.0,11.0,31,0
4731,1,7,3,sistemas de informação,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2017,5.0,8.0,10.0,27,1
4732,1,24,3,sistemas distribuídos,0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2017,6.0,12.0,7.0,30,1
4733,1,20,4,inteligência artificial,0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2017,6.0,10.0,5.0,36,1
4734,1,17,1,sistemas de computação,0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2017,9.0,14.0,6.0,30,1
4735,1,20,4,sistemas embarcados,0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2017,11.0,13.0,6.0,26,1
4736,1,14,1,engenharia de software,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2017,5.0,13.0,4.0,30,1
4737,1,18,3,gerência de dados,0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2017,11.0,17.0,7.0,33,0
4738,1,8,2,inteligência artificial,0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,2017,7.0,15.0,10.0,36,0
4739,1,23,4,sistemas paralelos e,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2017,8.0,17.0,11.0,34,0
4740,1,12,3,engenharia de software,0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2017,11.0,8.0,5.0,29,1
4741,1,23,4,segurança em sistemas,0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2017,6.0,17.0,7.0,29,1
4742,1,23,4,inteligência artificial,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2017,8.0,14.0,7.0,28,1
4743,1,15,4,inteligência artificial,0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2017,12.0,18.0,10.0,27,0
4744,1,12,3,engenharia de software,0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2017,7.0,10.0,7.0,27,1
4745,1,7,3,inteligência artificial,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2017,5.0,12.0,5.0,27,1
